bib_id,abbreviation,authors,title,type,ref,file,num_pages
buhler1894lion,Bühler. “Lion Pillar Inscriptions.” ,Bühler,Dr. Bhagvânlâl Indrâjî’s Interpretation of the Mathurâ Lion Pillar Inscriptions,article,"Bühler, G. “Art. XVII.—Dr. Bhagvânlâl Indrâjî’s Interpretation of the Mathurâ Lion Pillar Inscriptions.” *Journal of the Royal Asiatic Society* 26, no. 3 (1894): 525–40. https://www.cambridge.org/core/services/aop-cambridge-core/content/view/07F354AEE7C7775BBBD320CC712B558D/S0035869X0014417Xa.pdf/art-xvii-dr-bhagvanlal-indraji-s-interpretation-of-the-mathura-lion-pillar-inscriptions.pdf .",buhler1894lion.pdf,15
buhler1894coins,Bühler. “Indo-Grecian Coins.”,Bühler,The Kharoshṭhî Inscriptions on the Indo-Grecian Coins,article,"Bühler, G. “The Kharoshṭhî Inscriptions on the Indo-Grecian Coins.” *Wiener Zeitschrift Für Die Kunde Des Morgenlandes* 8 (1894): 193–207. https://babel.hathitrust.org/cgi/pt?id=mdp.39015035892440&seq=205 .",buhler1894coins.pdf,14
buhler1895kharosthi,Bühler. “Kharoṣṭhī Alphabet.”,Bühler,The Origin of the Kharoṣṭhī Alphabet,article,"Bühler, Georg. “The Origin of the Kharoṣṭhī Alphabet.” *Wiener Zeitschrift Für Die Kunde Des Morgenlandes* 9 (1895): 44–66.  https://www.jstor.org/stable/23860352 .",buhler1895kharosthi.pdf,22
burrow1934iranian,Burrow. “Iranian Words.”,Burrow,Iranian Words in the Kharosthi Documents from Chinese Turkestan,article,"Burrow, Thomas. “Iranian Words in the Kharosthi Documents from Chinese Turkestan.” *Bulletin of the School of Oriental and African Studies* 7, no. 3 (1934): 509–16. https://www.cambridge.org/core/journals/bulletin-of-the-school-of-oriental-and-african-studies/article/iranian-words-in-the-kharosthi-documents-from-chinese-turkestan/65E953BD93738E6622417BC8BB60C82B .",burrow1934iranian.pdf,7
burrow1935iranian,Burrow. “Iranian Words II.”,Burrow,Iranian Words in the Kharosthi Documents from Chinese Turkestan—II,article,"Burrow, Thomas. “Iranian Words in the Kharosthi Documents from Chinese Turkestan—II.” *Bulletin of the School of Oriental and African Studies* 7, no. 4 (1935): 779–90. https://www.cambridge.org/core/journals/bulletin-of-the-school-of-oriental-and-african-studies/article/iranian-words-in-the-kharosthi-documents-from-chinese-turkestanii/7B53EC5BC5F984B38DA8053FAE59C796 .",burrow1935iranian.pdf,11
burrow1936niya,Burrow. “Niya Prakrit.”,Burrow,The Dialectical Position of the Niya Prakrit,article,"Burrow, Thomas. “The Dialectical Position of the Niya Prakrit.” *Bulletin of the School of Oriental and African Studies* 8, no. 2–3 (1936): 419–35. https://www.cambridge.org/core/journals/bulletin-of-the-school-of-oriental-and-african-studies/article/dialectical-position-of-the-niya-prakrit/FE7493AD74435DF202E6FB0B90CBC2BB .",burrow1936niya.pdf,16
burrow1937language,Burrow. *Language of the Kharosthi.*,Burrow,The Language of the Kharosthi Documents from Chinese Turkestan,book,"Burrow, Thomas. *The Language of the Kharosthi Documents from Chinese Turkestan.* Cambridge: Cambridge at the University Press, 1937. https://www.google.com/books/edition/The_Language_of_the_Kharosthi_Documents/lRQ9AAAAIAAJ.",,
burrow1948sanskrit,Burrow. “Sanskrit Rájas.”,Burrow,Sanskrit Rájas,article,"Burrow, Thomas. “Sanskrit Rájas.” *Bulletin of the School of Oriental and African Studies* 12, no. 3–4 (1948): 645–51. https://www.jstor.org/stable/608721 .",burrow1948sanskrit.pdf,6
burrow2001anguage,Burrow. *Sanskrit Language.*,Burrow,The Sanskrit Language,book,"Burrow, Thomas. *The Sanskrit Language.* First Indian edition. Delhi: Motilal Banarsidass, 2001. https://www.google.com/books/edition/The_Sanskrit_Language/cWDhKTj1SBYC.",,
zurcher2012foreign,Zürcher. “Foreign Input.”,Zürcher,Buddhism Across Boundaries: The Foreign Input,book section,"Zürcher, Erik. “Buddhism Across Boundaries: The Foreign Input.” In *Buddhism Across Boundaries:  The Interplay of Indian, Chinese, and Central Asian Source Materials,* edited by John R McRae and Jan Nattier, 1–25. Sino-Platonic Papers. Philadelphia: University of Pennsylvania, 2012. https://sino-platonic.org/complete/spp222_indian_chinese_buddhism.pdf.",zurcher2012foreign.pdf,25
sander2012early,Sander. “Early Prakrit.”,Sander,"Early Prakrit and Sanskrit Manuscripts from Xinjiang (Second to Fifth/Sixth Centuries CE): Paleography, Literary Evidence, and Their Relation to Buddhist Schools",book section,"Sander, Lore. “Early Prakrit and Sanskrit Manuscripts from Xinjiang (Second to Fifth/Sixth Centuries CE): Paleography, Literary Evidence, and Their Relation to Buddhist Schools.” In *Buddhism Across Boundaries:  The Interplay of Indian, Chinese, and Central Asian Source Materials,* edited by John R McRae and Jan Nattier, 26–49. Sino-Platonic Papers. Philadelphia: University of Pennsylvania, 2012. https://sino-platonic.org/complete/spp222_indian_chinese_buddhism.pdf.",sander2012early.pdf,23
hartmann2012buddhist,Hartmann. “Buddhist Sanskrit Texts.”,Hartman ,Buddhist Sanskrit Texts from Northern Turkestan and Their Relation to the Chinese Tripiṭaka,book section,"Hartmann, Jens-Uwe. “Buddhist Sanskrit Texts from Northern Turkestan and Their Relation to the Chinese Tripiṭaka.” In *Buddhism Across Boundaries:  The Interplay of Indian, Chinese, and Central Asian Source Materials,* edited by John R McRae and Jan Nattier, 50–62. Sino-Platonic Papers. Philadelphia: University of Pennsylvania, 2012. https://sino-platonic.org/complete/spp222_indian_chinese_buddhism.pdf.",hartmann2012buddhist.pdf,12
harrison_coblin2012,Harrison and Coblin. “Buddhist Incantation.”,Harrison and Coblin,The Oldest Buddhist Incantation in Chinese? A Preliminary Study of the Chinese Transcriptions of the Mantra in the Druma-Kinnara-Rāja-Paripṛcchā-Sūtra.,book section,"Harrison, Paul, and W. South Coblin. “The Oldest Buddhist Incantation in Chinese? A Preliminary Study of the Chinese Transcriptions of the Mantra in the Druma-Kinnara-Rāja-Paripṛcchā-Sūtra.” In *Buddhism Across Boundaries:  The Interplay of Indian, Chinese, and Central Asian Source Materials,* edited by John R McRae and Jan Nattier, 63–85. Sino-Platonic Papers. Philadelphia: University of Pennsylvania, 2012. https://sino-platonic.org/complete/spp222_indian_chinese_buddhism.pdf.",harrison_coblin2012.pdf,22
salomon2012asvaghosa,Salomon. “Aśvaghoṣa.”,Salomon,Aśvaghoṣa in Central Asia: Some Comments on the Recensional History of His Works in Light of Recent Manuscript Discoveries,book section,"Salomon, Richard. “Aśvaghoṣa in Central Asia: Some Comments on the Recensional History of His Works in Light of Recent Manuscript Discoveries.” In *Buddhism Across Boundaries:  The Interplay of Indian, Chinese, and Central Asian Source Materials,* edited by John R McRae and Jan Nattier, 86–105. Sino-Platonic Papers. Philadelphia: University of Pennsylvania, 2012. https://sino-platonic.org/complete/spp222_indian_chinese_buddhism.pdf.",salomon2012asvaghosa.pdf,19
skjaervo2012khotan,Skjærvø. “Khotan.”,Skjærvø,"Khotan, An Early Center of Buddhism in Chinese Turkestan",book section,"Skjærvø, Prods Oktor. “Khotan, An Early Center of Buddhism in Chinese Turkestan.” In *Buddhism Across Boundaries:  The Interplay of Indian, Chinese, and Central Asian Source Materials,* edited by John R McRae and Jan Nattier, 106–41. Sino-Platonic Papers. Philadelphia: University of Pennsylvania, 2012. https://sino-platonic.org/complete/spp222_indian_chinese_buddhism.pdf.",skjaervo2012khotan.pdf,36
kumamoto2012khotan,Kumamoto. “Buddhism In Khotan.”,Kumamoto,Textual Sources For Buddhism In Khotan,book section,"Kumamoto, Hiroshi. “Textual Sources For Buddhism In Khotan.” In *Buddhism Across Boundaries:  The Interplay of Indian, Chinese, and Central Asian Source Materials,* edited by John R McRae and Jan Nattier, 142–49. Sino-Platonic Papers. Philadelphia: University of Pennsylvania, 2012. https://sino-platonic.org/complete/spp222_indian_chinese_buddhism.pdf.",kumamoto2012khotan.pdf,8
mair2012khotanese,Mair. “Khotanese Antecedents.”,Mair,The Khotanese Antecedents of The Sūtra of the Wise and the Foolish (Xianyu Jing),book section,"Mair, Victor H. “The Khotanese Antecedents of The Sūtra of the Wise and the Foolish (Xianyu Jing).” In *Buddhism Across Boundaries:  The Interplay of Indian, Chinese, and Central Asian Source Materials,* edited by John R McRae and Jan Nattier, 150–78. Sino-Platonic Papers. Philadelphia: University of Pennsylvania, 2012. https://sino-platonic.org/complete/spp222_indian_chinese_buddhism.pdf.",mair2012khotanese.pdf,28
utz2012iranian,Utz. “Iranian”,Utz,"Arsak, Parthian Buddhists, and ‘Iranian’ Buddhism",book section,"Utz, David A. “Arsak, Parthian Buddhists, and ‘Iranian’ Buddhism.” In *Buddhism Across Boundaries: The Interplay of Indian, Chinese, and Central Asian Source Materials,* edited by John R McRae and Jan Nattier, 179–91. Sino-Platonic Papers. Philadelphia: University of Pennsylvania, 2012. https://sino-platonic.org/complete/spp222_indian_chinese_buddhism.pdf.",utz2012iranian.pdf,12
zieme2012turkish,Zieme. “Turkish.”,Zieme,The Sutra of Complete Enlightenment in Old Turkish Buddhism,book section,"Zieme, Peter. “The Sutra of Complete Enlightenment in Old Turkish Buddhism.” In *Buddhism Across Boundaries:  The Interplay of Indian, Chinese, and Central Asian Source Materials,* edited by John R McRae and Jan Nattier, 192–211. Sino-Platonic Papers. Philadelphia: University of Pennsylvania, 2012. https://sino-platonic.org/complete/spp222_indian_chinese_buddhism.pdf.",zieme2012turkish.pdf,19
barnes2012rituals,Barnes. “Rituals.”,Barnes,"Rituals, Religious Communities, and Buddhist Sutras in India and China",book section,"Barnes, Nancy J. “Rituals, Religious Communities, and Buddhist Sutras in India and China.” In *Buddhism Across Boundaries:  The Interplay of Indian, Chinese, and Central Asian Source Materials,* edited by John R McRae and Jan Nattier, 212–25. Sino-Platonic Papers. Philadelphia: University of Pennsylvania, 2012. https://sino-platonic.org/complete/spp222_indian_chinese_buddhism.pdf.",barnes2012rituals.pdf,13
butcher2018urying,Butcher. “Burying.”,Butcher,Burying the Buddha: Stūpas and Bodily Imagery in the Senior Collection of Gandhāran Manuscripts,paper,"Butcher, Michael David-James. “Burying the Buddha: Stūpas and Bodily Imagery in the Senior Collection of Gandhāran Manuscripts.” In *Symposia: The Journal of Religion,* 9:46–57, 2018. https://symposia.library.utoronto.ca/index.php/symposia/article/download/28896/23718/.",butcher2018urying.pdf,11
butcher2020emotionology,Butcher. “Emotionology.”,Butcher,The Emotionology of Anger in Early Buddhist Literature: Through the Lens of a Gāndhārī Verse Text,dissertation,"Butcher, Michael. “The Emotionology of Anger in Early Buddhist Literature: Through the Lens of a Gāndhārī Verse Text.” University of Washington, 2020. https://digital.lib.washington.edu/researchworks/items/9eddcad5-71b9-45fc-ae81-26972dbc979b.",,
sen2012spread,Sen. “Spread.”,Sen,The Spread of Buddhism to China: A Re-Examination of the Buddhist Interactions between Ancient India and China,paper,"Sen, Tansen. “The Spread of Buddhism to China: A Re-Examination of the Buddhist Interactions between Ancient India and China.” *China Report* 48, no. 1–2 (2012): 11–27. https://journals.sagepub.com/doi/pdf/10.1177/000944551104800202 .",sen2012spread.pdf,16
kim2024stupa,Kim. “Stūpa to Pagoda.”,Kim,From Stūpa to Pagoda: Re-Examining the Sinification and Transformation of Buddhist Monuments from Indian Origins,article,"Kim, Young-Jae. “From Stūpa to Pagoda: Re-Examining the Sinification and Transformation of Buddhist Monuments from Indian Origins.” *Religions* 15, no. 6 (2024): 640. https://www.mdpi.com/2077-1444/15/6/640/pdf .",kim2024stupa.pdf,20
li2017asvaghosa,Li. “Aśvaghoṣa.”,Li,"The Life of Aśvaghoṣa Bodhisattva: Translated from the Chinese of Kumārajīva (Taishō Volume 50, Number 2046)",book section,"Li, Rongxi. “The Life of Aśvaghoṣa Bodhisattva: Translated from the Chinese of Kumārajīva (Taishō Volume 50, Number 2046).” In *Lives of Great Monks and Nuns,* edited by Sengaku Mayeda, dBET Beta PDF Version., 5–16. BDK English Tripiṭaka 76. Berkeley: Numata Center for Buddhist Translation and Research, 2017. https://www.bdkamerica.org/product/lives-of-great-monks-and-nuns/.",li2017asvaghosa.pdf,12
li2017faxian,Li. “Faxian.”,Li,"The Journey of the Eminent Monk Faxian: Translated from the Chinese of Faxian (Taishō Volume 51, Number 2085)",book section,"Li, Rongxi. “The Journey of the Eminent Monk Faxian: Translated from the Chinese of Faxian (Taishō Volume 51, Number 2085).” In *Lives of Great Monks and Nuns,* edited by Sengaku Mayeda, dBET Beta PDF Version., 157–214. BDK English Tripiṭaka 76. Berkeley, Calif: Numata Center for Buddhist Translation and Research, 2017. https://www.bdkamerica.org/product/lives-of-great-monks-and-nuns/.",li2017faxian.pdf,57
li2017nagarjuna,Li. “Nāgārjuna.”,Li,"The Life of Nāgārjuna Bodhisattva: Translated from Sanskrit into Chinese by Kumārajīva, Tripiṭaka Master of the Later Qin Dynasty (384–417)",book section,"Li, Rongxi. “The Life of Nāgārjuna Bodhisattva: Translated from Sanskrit into Chinese by Kumārajīva, Tripiṭaka Master of the Later Qin Dynasty (384–417).” In *Lives of Great Monks and Nuns,* edited by Sengaku Mayeda, dBET Beta PDF Version., 17–30. BDK English Tripiṭaka 76. Berkeley: Numata Center for Buddhist Translation and Research, 2017. https://www.bdkamerica.org/product/lives-of-great-monks-and-nuns/.",li2017nagarjuna.pdf,13
rong2013dunhuang,Rong. *Dunhuang.*,Rong,Eighteen Lectures on Dunhuang,book,"Rong, Xinjiang. *Eighteen Lectures on Dunhuang.* Translated by Imre Galambos. Brill’s Humanities in China Library, volume 5. Leiden ; Boston: Brill, 2013.",,
forte2020patronage,Forte. “Patronage in Khotan.”,Forte,Images of Patronage in Khotan,book section,"Forte, Erika. “Images of Patronage in Khotan.” In *Buddhism in Central Asia: Patronage, Legitimation, Sacred Space, and Pilgrimage,* edited by Carmen Meinert and Henrik Hjort Sørensen, 40–60. Dynamics in the History of Religions, volume 11. Leiden Boston (Mass.): Brill, 2020. https://library.oapen.org/handle/20.500.12657/38124.",forte2020patronage.pdf,20
konczak-nagel2022large,Konczak-Nagel. “Large Buddha Figures.”,Konczak-Nagel,Representations of a Series of Large Buddha Figures in the Buddhist Caves of Kuča: Reflections on Their Origin and Meaning,book section,"Konczak-Nagel, Ines. “Representations of a Series of Large Buddha Figures in the Buddhist Caves of Kuča: Reflections on Their Origin and Meaning.” In *Buddhism in Central Asia. 2: Practices and Rituals, Visual and Material Transfer,* edited by Yukiyo Kasai and Henrik H. Sørensen, 68–96. Dynamics in the History of Religion, volume 12. Leiden Boston: Brill, 2022. https://library.oapen.org/handle/20.500.12657/86566.",konczak-nagel2022large.pdf,28
gaulier_jera-bezard_maillard1976,"Gaulier, Jera-Bezard, and Maillard. *Buddha - Bodhisattva.*","Gaulier, Jera-Bezard, and Maillard",Buddhism in Afghanistan and Central Asia Part 1: Introduction - Buddha - Bodhisattva,book,"Gaulier, Simone, Robert Jera-Bezard, and Monique Maillard. *Buddhism in Afghanistan and Central Asia Part 1: Introduction - Buddha - Bodhisattva.* Leiden: Brill, 1976.",,
kim2023early,Kim. “Early Chinese Buddhism”,Kim,The Archaeology of Early Chinese Buddhism: Rethinking ‘Han Buddhism and the Western Region.’,book section,"Kim, Minku. “The Archaeology of Early Chinese Buddhism: Rethinking ‘Han Buddhism and the Western Region.’” In *Chinese Buddhism and the Scholarship of Erik Zürcher,* edited by Jonathan A. Silk and Stefano Zacchetti, 23–93. Sinica Leidensia, vol. 157. Leiden ; Boston: Brill, 2023.",kim2023early.pdf,70
chen2005aspects,Chen. “Buddhist Translation.”,Chen,Some Aspects of the Buddhist Translation Procedure in Early Medieval China: With Special References to a Longstanding Misreading of a Keyword in the Earliest Extant Buddhist Catalogue in East Asia,article,"Chen, Jinhua. “Some Aspects of the Buddhist Translation Procedure in Early Medieval China: With Special References to a Longstanding Misreading of a Keyword in the Earliest Extant Buddhist Catalogue in East Asia.” *Journal Asiatique* 293, no. 2 (2005): 603–61.",chen2005aspects.pdf,58
nattier2023missing,Nattier. “Missing Majority” ,Nattier,The ‘Missing Majority’: Dao’an’s Anonymous Scriptures Revisited,book section,"Nattier, Jan. “The ‘Missing Majority’: Dao’an’s Anonymous Scriptures Revisited.” In *Chinese Buddhism and the Scholarship of Erik Zürcher*, edited by Jonathan A. Silk and Stefano Zacchetti, 94–140. Sinica Leidensia, vol. 157. Leiden ; Boston: Brill, 2023.",nattier2023missing.pdf,46
