term,term_introduced_by,valid_terminology,hanyu_pinyin,translation_type,english_equivalent,sanskrit_equivalent,old_chinese,later_han,middle_chinese,notes,document_frequency,error,validation
念戒,An Shigao,True,niàn jiè,Semantic,recollection of precepts; mindfulness of precepts,śīlānusmṛti,?,?,?,"This term refers to the practice of recollecting or being mindful of the Buddhist precepts (śīla). It is an important aspect of developing moral discipline and mindfulness, often listed as one of the six recollections (ṣaḍ-anusmṛti) in Buddhist texts.",43,,
念天,An Shigao,True,niantian,Semantic,Recollection of devas; Mindfulness of heavenly beings,deva-anusmṛti,,,,"This term refers to the 'recollection of devas' (天念), which is one of the Six Recollections (六念, ṣaḍ-anusmṛti), a fundamental Buddhist practice for cultivating spiritual qualities and understanding impermanence and the nature of existence. The practice involves reflecting on the virtues of devas who have attained their state through meritorious deeds, encouraging practitioners to emulate their good conduct.",47,,
神足,An Shigao,True,shén zú,Semantic,basis of spiritual power; supernormal power,ṛddhipāda,,,,"In Buddhism, '神足' (shén zú) is a key concept, primarily referring to the 'bases of spiritual power' or 'supernormal powers' (Sanskrit: ṛddhipāda). These are four mental qualities or attainments that, when cultivated, lead to the development of spiritual abilities and the achievement of liberation. The four bases are typically identified as: aspiration (chanda), effort (vīrya), mind/thought (citta), and investigation/wisdom (vīmaṃsā).",265,,
徹聽,An Shigao,False,chètīng,Generic phrase,listen thoroughly,,,,,"This is a descriptive phrase meaning 'to listen thoroughly' and is not a specific Buddhist technical term or concept, although it appears in Buddhist texts in a general descriptive capacity.",7,,
知往生何所,An Shigao,True,zhī wǎngshēng hé suǒ,Buddhist saying,To know where one will be reborn; To know one's destination after death,?,?,?,?,"This phrase is commonly found in Buddhist scriptures, often referring to the knowledge or question concerning the realm of rebirth for a sentient being after their death. It highlights the importance of understanding karma and the various destinies (gati) within saṃsāra.",2,,
七寶,An Shigao,True,qī bǎo,Semantic,Seven Jewels; Seven Treasures; Seven Precious Things,saptaratna,,,,"The 'Seven Jewels' are a common set of precious substances frequently mentioned in Buddhist sutras, particularly in descriptions of Pure Lands (like Sukhāvatī) or royal treasures. While the specific list of seven can vary slightly across different sutras and traditions, they commonly include gold, silver, lapis lazuli, crystal, red pearls (or rubies), mother-of-pearl (or white coral), and agate (or emerald). In some contexts, they symbolize various virtues or enlightened qualities. The Middle Chinese pronunciation for 七 (qīt) in Baxter-Sagart is tshit, and for 寶 (bǎo) is pawX.",235,,
戒寶,An Shigao,True,jiè bǎo,Semantic,treasure of precepts; jewel of precepts; precious precepts,śīla-ratna,?,?,?,"Refers to the Buddhist precepts (śīla) as a precious spiritual treasure. It is considered one of the 'three treasures' (三寶) for a monastic, alongside samādhi (定寶, 'treasure of concentration') and prajñā (慧寶, 'treasure of wisdom'). These three are essential for spiritual cultivation and liberation.",2,,
慧寶,An Shigao,True,Huìbǎo,Semantic,"Treasure of wisdom, precious wisdom",prajñāratna,,,,"Refers to the precious and invaluable nature of wisdom (prajñā) in Buddhist teachings, often associated with the Prajñāpāramitā literature.",2,,
意覺意,An Shigao,False,yì jué yì,Generic phrase,The mind perceiving the mind,,,,,This phrase does not appear to be a recognized technical term in Buddhist terminology. It literally translates to 'mind-awareness-mind' and can be interpreted as 'the mind perceiving its own activity or content'.,3,,
七有,An Shigao,True,qī yǒu,Semantic,Seven kinds of existence; seven existences,Sapta-bhava,,,,"This term refers to the seven categories or types of existence within Buddhist cosmology. While interpretations vary, a common understanding lists the four fundamental existences (本有 present life, 死有 death, 生有 birth, 中有 intermediate state) combined with the three realms of existence (欲有 desire realm, 色有 form realm, 無色有 formless realm).",15,,
畜生有,An Shigao,True,chùshēng yǒu,Semantic,animal existence; existence in the animal realm,tiryagyonibhava,?,?,?,Refers to one of the types of existence (bhava) as an animal. It is one of the five or six destinies (gati) and signifies rebirth in the animal realm.,3,,
餓鬼有,An Shigao,True,è guǐ yǒu,Semantic,Existence as a hungry ghost; Preta-bhava,pretabhava,?,?,?,"This term refers to one of the karmic states of existence, specifically the realm of hungry ghosts (餓鬼道, pretaloka), and is part of the Buddhist understanding of the cycle of rebirth (saṃsāra). It signifies the karmic result of greed and attachment leading to a state of suffering.",3,,
人有,An Shigao,False,rén yǒu,Generic phrase,people have; there are people,,,,,"A common Chinese phrase meaning 'people have' or 'there are people'. It is not a specific Buddhist technical term, idiom, or saying.",2,,
天有,An Shigao,False,tiān yǒu,Partial term,Heaven exists / There is heaven,,,,,"天有 (tiān yǒu) literally means 'heaven exists' or 'there is heaven/sky'. It is not a recognized standalone Buddhist technical term, idiom, or concept. It may appear as part of a larger phrase, but as a two-character compound, it lacks specific Buddhist meaning.",2,,
行有,An Shigao,False,xíng yǒu,Partial term,Actions/formations exist; Existence through actions/formations,N/A,?,?,?,"While '行' (xíng), representing *saṃskāra* (volitional formations) or *karma* (actions), and '有' (yǒu), representing *bhava* (existence, becoming), are individually fundamental Buddhist concepts and links in dependent origination, '行有' is not a recognized or commonly used compound technical term in Buddhist discourse. It is rather a descriptive phrase combining these two concepts.",2,,
中有,An Shigao,True,zhōngyǒu,Semantic,intermediate existence; intermediate being; intermediate state; bardo,antarābhava,?,?,?,"Refers to the intermediate state between death and rebirth, a concept found in various Buddhist traditions, particularly prominent in Tibetan Buddhism where it is known as 'bardo'. The being in this state is called an 'intermediate being' or 'antarābhava-sattva'.",15,,
七結,An Shigao,True,qī jié,Semantic,seven fetters,sapta-samyojana,,,,"The seven fetters (samyojana) are mental defilements or bonds that tie beings to the cycle of rebirth (saṃsāra). While specific lists may vary, common elements include attachment to sensual pleasure (kāma-rāga), aversion (vyāpāda), conceit (māna), wrong views (diṭṭhi), doubt (vicikitsā), attachment to rites and rituals (sīlabbata-parāmāsa), and craving for existence (bhava-rāga).",4,,
七識止處,An Shigao,True,qī shí zhǐ chù,Semantic,Abode of the cessation of the seven consciousnesses; Realm of the cessation of the seven consciousnesses,nirodhasamāpatti,,,,"This term refers to the state of nirodhasamāpatti (cessation attainment), where the six sensory consciousnesses (eye, ear, nose, tongue, body, mind) and the seventh consciousness (manas, ego-clinging mind) temporarily cease. The eighth consciousness (ālayavijñāna) remains in an extremely subtle state, not ceasing.",2,,
直念,An Shigao,True,zhí niàn,Semantic,direct thought/mindfulness,sarala-citta or ṛjucitta,?,?,?,"Refers to a straightforward or unswerving application of thought or mindfulness, without deviation. It emphasizes a direct and honest mental engagement. Found in texts such as the Yogācārabhūmiśāstra.",12,,
直業,An Shigao,False,zhí yè,Partial term,straight karma; direct action/deed; upright occupation,,,,,"The term '直業' (zhí yè) is not a standard or commonly recognized Buddhist technical term. While '直' means 'straight' or 'upright' and '業' means 'karma' or 'deed', this specific combination does not form a canonical Buddhist concept. The related and very common Buddhist term is '正業' (zhèng yè), meaning 'right livelihood' or 'right action', which is one of the components of the Noble Eightfold Path. The characters '直' and '正' share semantic overlap, but '正業' is the established Buddhist terminology.",10,,
八因緣,An Shigao,True,bā yīnyuán,Semantic,eight causes and conditions,aṣṭau hetupratyayāḥ,,,,"This term refers to various enumerations of eight causal factors or conditions, depending on the specific Buddhist context. It is a generic description rather than a single fixed list like the 'Eightfold Noble Path' (八正道).",3,,
八種道,An Shigao,True,bā zhǒng dào,Semantic,Eight kinds of paths; Eight types of ways,aṣṭa-mārga,?,?,?,"This term is a descriptive phrase meaning 'eight kinds of paths' or 'eight types of ways'. While not a fixed, canonical doctrinal term like '八正道' (Noble Eightfold Path, āryāṣṭāṅgikamārga), it is used in Buddhist texts to refer to classifications or enumerations of different paths or aspects of the path. A direct, fixed Sanskrit equivalent that precisely captures the nuance of 'kinds' (種) within a standard compound term for 'eight paths' is not widely recognized. 'Aṣṭa-mārga' translates conceptually to 'eight paths'.",4,,
八世間法,An Shigao,True,bā shìjiān fǎ,Semantic,Eight Worldly Dharmas,aṣṭau lokadharmāḥ,,,,"The Eight Worldly Dharmas, also known as the Eight Worldly Concerns or Eight Worldly Winds, are pairs of opposites that typically govern worldly existence and cause suffering. They are: gain and loss (lābha-alābha), fame and disrepute (yaśa-ayaśa), praise and blame (praśaṃsā-nindā), and pleasure and pain (sukha-duḥkha).",2,,
利,An Shigao,True,lì,Semantic,"benefit, gain, advantage, welfare","lābha, hita, artha",?,?,?,"In Buddhist contexts, '利' often refers to spiritual benefit, welfare, or gain (Sanskrit: lābha, hita, artha). It is a fundamental concept appearing frequently in scriptures, often in compounds related to benefiting sentient beings or attaining spiritual advantages.",10,,
名聞,An Shigao,True,míngwén,Semantic,"fame, renown, reputation, good report",yaśas,,,,"Refers to fame or renown, often discussed in Buddhist texts as one of the eight worldly concerns (八風, aṣṭalokadharma) that can impede spiritual progress. However, it can also refer to the widespread influence and reputation of a Buddha or Bodhisattva's teachings.",6,,
論議,An Shigao,True,lùnyì,Semantic,discussion; debate; discourse; argument,saṃvāda; vicāra,,,,"Refers to a discussion, debate, or discourse, often concerning Buddhist doctrine or philosophy. It can also refer to a disputation or argument.",9,,
不樂,An Shigao,True,bù lè,Semantic,"not joyful, displeased",arati,,,,"A common phrase in Buddhist texts meaning 'not joyful', 'displeased', or 'disinclined', often referring to a mental state of dissatisfaction or aversion. It is sometimes used in contrast to states of delight or attachment, indicating a lack of pleasure or an attitude of detachment.",11,,
八解脫,An Shigao,True,bā jiětuō,Semantic,Eight liberations,aṣṭa-vimokṣa,,,,"The eight liberations are a set of mental states or stages of emancipation from various forms of attachment and defilement, leading to liberation. They include different modes of perception and absorption, culminating in the cessation of perception and feeling.",91,,
八大人念,An Shigao,True,bā dà rén niàn,Semantic,"Eight Great Thoughts, Eight Recollections of Great Men",aṣṭa mahāpuruṣa smṛtayaḥ,?,?,?,"These are eight specific contemplations or recollections practiced by a great man (Bodhisattva or Arhat) to cultivate detachment and wisdom, forming a core teaching in some Buddhist sutras, such as the 'Sutra of the Eight Great Recollections' (八大人念經).",8,,
