term,term_introduced_by,document_frequency
四駛,anonymous,5
邊邪,anonymous,5
不淨說法,anonymous,5
誦經行道,anonymous,5
福德行,anonymous,5
欲渴,anonymous,5
五滅,anonymous,5
神室,anonymous,5
生死展轉,anonymous,5
大獄,anonymous,5
心無垢穢,anonymous,5
伏一切煩惱,anonymous,5
念施與,anonymous,5
棄欲惡法,anonymous,5
結毒,anonymous,5
相非想,anonymous,5
粟散王,anonymous,5
禪念道,anonymous,5
還神本無,anonymous,5
二篇,anonymous,5
空空亦空,anonymous,5
摩訶衍空,anonymous,5
迦陵伽衣,anonymous,5
清眾,anonymous,5
天龍神王,anonymous,5
阿羅漢多,anonymous,5
歸命聖眾,anonymous,5
堅德,anonymous,5
祐者,anonymous,5
去來相,anonymous,5
無人壽,anonymous,5
正法光,anonymous,5
度脫諸十方,anonymous,5
存想,anonymous,5
百八痛,An Shigao,6
六本,An Shigao,6
僧伽羅剎,An Shigao,6
生死陰,An Shigao,6
犯色,An Shigao,6
九門,An Shigao,6
直法,An Shigao,6
六持,An Shigao,6
垢慳,An Shigao,6
觀覺意,An Shigao,6
賢者諦,An Shigao,6
愚癡惡,An Shigao,6
直更,An Shigao,6
第一梵,Baoyun,6
化成花蓋,Baoyun,6
未生怨,Baoyun,6
三明解脫,Baoyun,6
十八獄,Baoyun,6
轉金輪,Baoyun,6
神足備,Baoyun,6
志悅,Baoyun,6
慈福,Baoyun,6
摩頂,Buddhabhadra,6
劫成壞,Buddhabhadra,6
無盡善根,Buddhabhadra,6
無礙耳,Buddhabhadra,6
不退行,Buddhabhadra,6
心想見,Buddhabhadra,6
隨順世間行,Buddhabhadra,6
法流水,Buddhabhadra,6
無明住,Buddhabhadra,6
信智慧,Buddhabhadra,6
受記法,Buddhabhadra,6
勝妙心,Buddhabhadra,6
地獄心,Buddhabhadra,6
法性真實,Buddhabhadra,6
無比身,Buddhabhadra,6
纏煩惱,Buddhabhadra,6
六時行,Buddhabhadra,6
知足法,Buddhabhadra,6
灌頂菩薩,Buddhabhadra,6
持藏,Buddhabhadra,6
天旱,Buddhabhadra,6
輕飄,Buddhabhadra,6
遠離熾然,Buddhabhadra,6
業所造,Buddhabhadra,6
眾生種種欲樂,Buddhabhadra,6
七念,Buddhabhadra,6
佛剎莊嚴,Buddhabhadra,6
神力境界,Buddhabhadra,6
假言說,Buddhabhadra,6
煩惱軍,Buddhabhadra,6
無眾生界,Buddhabhadra,6
出生道,Buddhabhadra,6
離癡正念,Buddhabhadra,6
國土世界,Buddhabhadra,6
上寂靜,Buddhabhadra,6
法身智身,Buddhabhadra,6
是處非處智,Buddhabhadra,6
斷常二邊,Buddhabhadra,6
法寶洲,Buddhabhadra,6
功德莊嚴心,Buddhabhadra,6
幻誑,Buddhabhadra,6
鉢曇摩華,Buddhabhadra,6
摩竭口,Buddhabhadra,6
離欲性,Buddhabhadra,6
不實法,Buddhabhadra,6
一切智住,Buddhabhadra,6
業魔,Buddhabhadra,6
普賢諸行,Buddhabhadra,6
賢聖身,Buddhabhadra,6
天女眾,Buddhabhadra,6
世間善根,Buddhabhadra,6
剎性,Buddhabhadra,6
寂滅道場,Buddhabhadra,6
下地菩薩,Buddhabhadra,6
自覺法,Buddhabhadra,6
不味法,Buddhabhadra,6
味樂,Buddhabhadra,6
清涼處,Buddhabhadra,6
離生法,Buddhabhadra,6
諸佛法王,Buddhabhadra,6
語言海,Buddhabhadra,6
諸根定,Buddhabhadra,6
安立菩薩,Buddhabhadra,6
柔和音,Buddhabhadra,6
善根平等,Buddhabhadra,6
大悲願,Buddhabhadra,6
晝想,Buddhabhadra,6
不著一切世,Buddhabhadra,6
世界網,Buddhabhadra,6
法海印,Buddhabhadra,6
無相念,Buddhabhadra,6
時澤,Buddhabhadra,6
真實樂,Buddhabhadra,6
如來樂,Buddhabhadra,6
生老死者,Buddhabhadra,6
神力身,Buddhabhadra,6
最勝教,Buddhabhadra,6
治地菩薩,Buddhabhadra,6
佛及眷屬,Buddhabhadra,6
弘願,Buddhabhadra,6
伏世界,Buddhabhadra,6
天華雲,Buddhabhadra,6
寶多羅樹,Buddhabhadra,6
辯才清淨,Buddhabhadra,6
制諸外道,Buddhabhadra,6
佛濟,Buddhabhadra,6
煩惱亂,Buddhabhadra,6
定水,Buddhabhadra,6
第一事,Buddhabhadra,6
中陰眾生,Buddhabhadra,6
嚴淨諸佛剎,Buddhabhadra,6
功德岸,Buddhabhadra,6
功德義,Buddhabhadra,6
眾生種種業,Buddhabhadra,6
金剛摩尼,Buddhabhadra,6
染著想,Buddhabhadra,6
圓滿功德,Buddhabhadra,6
遠離一切有,Buddhabhadra,6
藥草神,Buddhabhadra,6
離勝,Buddhabhadra,6
足下相輪,Buddhabhadra,6
淨智日,Buddhabhadra,6
菩薩行海,Buddhabhadra,6
不退住,Buddhabhadra,6
覺首,Buddhabhadra,6
正覺智,Buddhabhadra,6
慳吝,Buddhabhadra,6
無垢法,Buddhabhadra,6
寂靜調伏,Buddhabhadra,6
辯才力,Buddhabhadra,6
世界滅,Buddhabhadra,6
慧利劍,Buddhabhadra,6
轉法輪教化,Buddhabhadra,6
無所畏法,Buddhabhadra,6
貪根,Buddhabhadra,6
法門海,Buddhabhadra,6
虛空智慧,Buddhabhadra,6
自在正法,Buddhabhadra,6
降伏一切眾魔,Buddhabhadra,6
諸業性,Buddhabhadra,6
地輪,Buddhabhadra,6
修多羅海,Buddhabhadra,6
地種性,Buddhabhadra,6
非實法,Buddhabhadra,6
方便光明,Buddhabhadra,6
金鈴網,Buddhabhadra,6
重闇,Buddhabhadra,6
連縛,Buddhabhadra,6
佛眉間白毫相,Buddhabhadra,6
大慈觀,Buddhabhadra,6
四大定,Buddhabhadra,6
蠡文,Buddhabhadra,6
項光,Buddhabhadra,6
無障礙法,Buddhabhadra,6
入諸趣,Buddhabhadra,6
化身雲,Buddhabhadra,6
采女眾,Buddhabhadra,6
主藏臣寶,Buddhabhadra,6
寶繒綵,Buddhabhadra,6
無縛亦無解,Buddhabhadra,6
三有眾生,Buddhabhadra,6
諸法真實相,Buddhabhadra,6
十地品,Buddhabhadra,6
住四無量,Buddhabhadra,6
辟支佛道因緣,Buddhabhadra,6
根欲性,Buddhabhadra,6
受記佛,Buddhabhadra,6
一切至處道智,Buddhabhadra,6
普眼境界,Buddhabhadra,6
功德藏菩薩,Buddhabhadra,6
澤潤,Buddhabhadra,6
風刀,Buddhabhadra,6
大聖導師,Buddhabhadra,6
佛智海,Buddhabhadra,6
微密法,Buddhabhadra,6
逆觀,Buddhabhadra,6
受職,Buddhabhadra,6
無量生死苦,Buddhabhadra,6
智月,Buddhabhadra,6
作不見罪舉羯磨,Buddhayaśas,6
住止和合,Buddhayaśas,6
僧次請,Buddhayaśas,6
施義,Buddhayaśas,6
他化天,Buddhayaśas,6
廣說戒,Buddhayaśas,6
生分已盡,Buddhayaśas,6
入外道眾,Buddhayaśas,6
跋闍子比丘,Buddhayaśas,6
利養恭敬,Buddhayaśas,6
界內僧,Buddhayaśas,6
咽咽波逸提,Buddhayaśas,6
不見罪舉,Buddhayaśas,6
欝頭藍子,Buddhayaśas,6
非法施,Buddhayaśas,6
誦二部戒,Buddhayaśas,6
世最勝,Buddhayaśas,6
說戒堂,Buddhayaśas,6
犯諍,Buddhayaśas,6
破僧法,Buddhayaśas,6
釋迦子,Buddhayaśas,6
毀呰語,Buddhayaśas,6
盡諸苦際,Buddhayaśas,6
耄耄羅,Buddhayaśas,6
腐爛藥,Buddhayaśas,6
優婆塞法,Buddhayaśas,6
平等想,Buddhayaśas,6
破壞僧,Buddhayaśas,6
半月行摩那埵,Buddhayaśas,6
輕若重,Buddhayaśas,6
攝取於僧,Buddhayaśas,6
飲水器,Buddhayaśas,6
展轉相諫,Buddhayaśas,6
合掌問訊,Buddhayaśas,6
君持,Buddhayaśas,6
虛空忍,Buddhayaśas,6
勸化作福,Buddhayaśas,6
小食上,Buddhayaśas,6
生像金,Buddhayaśas,6
乞戒,Buddhayaśas,6
僧伽藍民,Buddhayaśas,6
觀受心法,Buddhayaśas,6
妙門,Buddhayaśas,6
捨兩舌,Buddhayaśas,6
依止阿闍梨,Buddhayaśas,6
別眾捨,Buddhayaśas,6
二十臘,Buddhayaśas,6
糞掃想,Buddhayaśas,6
如草布地,Buddhayaśas,6
伊梨延陀耄羅,Buddhayaśas,6
覓諍,Buddhayaśas,6
十比丘眾,Buddhayaśas,6
草覆地,Buddhayaśas,6
洗瓶,Buddhayaśas,6
淨行難,Buddhayaśas,6
毀佛法僧,Buddhayaśas,6
不見罪舉羯磨,Buddhayaśas,6
無畏說,Buddhayaśas,6
袈裟色,Buddhayaśas,6
呵欲不淨,Buddhayaśas,6
生天之法,Buddhayaśas,6
威儀齊整,Buddhayaśas,6
憂填王,Buddhayaśas,6
澄淵,Buddhayaśas,6
自歸依,Buddhayaśas and Zhu Fonian,6
無愛恚,Buddhayaśas and Zhu Fonian,6
見扼,Buddhayaśas and Zhu Fonian,6
自知身樂,Buddhayaśas and Zhu Fonian,6
聲愛,Buddhayaśas and Zhu Fonian,6
世間非有常非無常,Buddhayaśas and Zhu Fonian,6
說戒定慧,Buddhayaśas and Zhu Fonian,6
不由他信,Buddhayaśas and Zhu Fonian,6
欲為大患,Buddhayaśas and Zhu Fonian,6
世間有常無常,Buddhayaśas and Zhu Fonian,6
小小戒,Buddhayaśas and Zhu Fonian,6
受苦樂報,Buddhayaśas and Zhu Fonian,6
除滅覺觀,Buddhayaśas and Zhu Fonian,6
支提國,Buddhayaśas and Zhu Fonian,6
昇仙,Buddhayaśas and Zhu Fonian,6
觸愛,Buddhayaśas and Zhu Fonian,6
摩天宮,Buddhayaśas and Zhu Fonian,6
有行般涅槃,Buddhayaśas and Zhu Fonian,6
內身觀,Buddhayaśas and Zhu Fonian,6
空處住,Buddhayaśas and Zhu Fonian,6
修十善行,Buddhayaśas and Zhu Fonian,6
廣思惟,Buddhayaśas and Zhu Fonian,6
味想,Buddhayaśas and Zhu Fonian,6
無恚善根,Buddhayaśas and Zhu Fonian,6
佛大恩,Buddhayaśas and Zhu Fonian,6
非命非身,Buddhayaśas and Zhu Fonian,6
住空處,Buddhayaśas and Zhu Fonian,6
持對治,Daotai and Buddhavarman,6
癡果,Daotai and Buddhavarman,6
堅信堅法人,Daotai and Buddhavarman,6
中陰身,Daotai and Buddhavarman,6
佛陀羅,Daotai and Buddhavarman,6
煗法,Daotai and Buddhavarman,6
下下煩惱,Daotai and Buddhavarman,6
五種結,Daotai and Buddhavarman,6
虛空非數滅,Daotai and Buddhavarman,6
轉根作不動,Daotai and Buddhavarman,6
忿纏,Daotai and Buddhavarman,6
安隱覺,Daotai and Buddhavarman,6
邪慧,Daotai and Buddhavarman,6
根退,Daotai and Buddhavarman,6
離欲覺,Daotai and Buddhavarman,6
眼明了,Daotai and Buddhavarman,6
出定心,Daotai and Buddhavarman,6
煩惱大海,Daotai and Buddhavarman,6
見道修道所斷煩惱,Daotai and Buddhavarman,6
奢摩達,Daotai and Buddhavarman,6
無邊水,Daotai and Buddhavarman,6
修道所斷法,Daotai and Buddhavarman,6
散想,Daotai and Buddhavarman,6
無覺無觀地,Daotai and Buddhavarman,6
過患對治,Daotai and Buddhavarman,6
對治修,Daotai and Buddhavarman,6
厭世出家,Daotai and Buddhavarman,6
不轉根,Daotai and Buddhavarman,6
見諦具足,Daotai and Buddhavarman,6
億耳比丘,Daotai and Buddhavarman,6
阿泥盧頭,Daotai and Buddhavarman,6
離欲得方便得,Daotai and Buddhavarman,6
入苦法忍,Daotai and Buddhavarman,6
厭離法,Daotai and Buddhavarman,6
報慧,Daotai and Buddhavarman,6
工巧心,Daotai and Buddhavarman,6
青牛,Daotai and Buddhavarman,6
眼觸生愛,Daotai and Buddhavarman,6
西方沙門,Daotai and Buddhavarman,6
愱,Daotai and Buddhavarman,6
道四行,Daotai and Buddhavarman,6
苦集滅智,Daotai and Buddhavarman,6
見到者,Daotai and Buddhavarman,6
網生,Daotai and Buddhavarman,6
選擇法,Daotai and Buddhavarman,6
毒義,Daotai and Buddhavarman,6
麁行,Daotai and Buddhavarman,6
初禪邊,Daotai and Buddhavarman,6
自身是,Daotai and Buddhavarman,6
內道外道,Daotai and Buddhavarman,6
出緣,Daotai and Buddhavarman,6
八道支,Daotai and Buddhavarman,6
最後身菩薩,Daotai and Buddhavarman,6
遍照法,Daotai and Buddhavarman,6
安隱義,Daotai and Buddhavarman,6
第二禪地,Daotai and Buddhavarman,6
勝進分,Daotai and Buddhavarman,6
現報業,Daotai and Buddhavarman,6
心不相應行陰,Daotai and Buddhavarman,6
念念處,Daotai and Buddhavarman,6
見犍度,Daotai and Buddhavarman,6
不定報,Daotai and Buddhavarman,6
無巧便慧,Daotai and Buddhavarman,6
四大分,Daotai and Buddhavarman,6
惡道因緣,Daotai and Buddhavarman,6
六無礙道,Daotai and Buddhavarman,6
阿毘曇義,Daotai and Buddhavarman,6
善學戒,Daotai and Buddhavarman,6
根本四禪地,Daotai and Buddhavarman,6
善不隱沒無記心,Daotai and Buddhavarman,6
離欲聖人,Daotai and Buddhavarman,6
須臾斷,Daotai and Buddhavarman,6
攝受正法,Dharmakṣema,6
世忍,Dharmakṣema,6
實義菩薩,Dharmakṣema,6
愛界,Dharmakṣema,6
三種精氣,Dharmakṣema,6
四聖諦法,Dharmakṣema,6
空寂處,Dharmakṣema,6
東弗婆提,Dharmakṣema,6
菩薩翼,Dharmakṣema,6
作諦,Dharmakṣema,6
增上戒學,Dharmakṣema,6
車鬪,Dharmakṣema,6
處非處智力,Dharmakṣema,6
煩惱界,Dharmakṣema,6
寶想,Dharmakṣema,6
念菩提心,Dharmakṣema,6
不善覺觀,Dharmakṣema,6
始成正覺,Dharmakṣema,6
三有相,Dharmakṣema,6
齒白淨,Dharmakṣema,6
鼓角,Dharmakṣema,6
施戒忍辱精進禪定智慧,Dharmakṣema,6
不共佛法,Dharmakṣema,6
不忘法,Dharmakṣema,6
業因果,Dharmakṣema,6
生死大河,Dharmakṣema,6
先業因緣,Dharmakṣema,6
㖶,Dharmakṣema,6
持戒威儀,Dharmakṣema,6
畏惡趣,Dharmakṣema,6
有漏善法,Dharmakṣema,6
助菩提道,Dharmakṣema,6
煩惱網,Dharmakṣema,6
施戒慧,Dharmakṣema,6
自在王如來,Dharmakṣema,6
無愛心,Dharmakṣema,6
墮諸見,Dharmakṣema,6
緣覺三昧,Dharmakṣema,6
生死果報,Dharmakṣema,6
善禪,Dharmakṣema,6
不淨佛土,Dharmakṣema,6
種性品,Dharmakṣema,6
平等方便,Dharmakṣema,6
大醫師,Dharmakṣema,6
慈因緣,Dharmakṣema,6
佛大弟子,Dharmakṣema,6
高語,Dharmakṣema,6
毘舍遮王,Dharmakṣema,6
比丘僧聲,Dharmakṣema,6
聲聞緣覺見,Dharmakṣema,6
長夜生死,Dharmakṣema,6
僧祇物,Dharmakṣema,6
受持八戒齋,Dharmakṣema,6
仙聖人,Dharmakṣema,6
應戒,Dharmakṣema,6
拘辦荼,Dharmakṣema,6
阿那邠坻,Dharmakṣema,6
第一捨,Dharmakṣema,6
大集經典,Dharmakṣema,6
共命,Dharmakṣema,6
無礙住,Dharmakṣema,6
牛聲,Dharmakṣema,6
聖種性,Dharmakṣema,6
無億,Dharmakṣema,6
有餘義,Dharmakṣema,6
空句,Dharmakṣema,6
未來智,Dharmakṣema,6
欲色諸天,Dharmakṣema,6
欲業,Dharmakṣema,6
無想經,Dharmakṣema,6
莊嚴地,Dharmakṣema,6
丈夫相,Dharmakṣema,6
化作佛身,Dharmakṣema,6
寶德菩薩,Dharmakṣema,6
煩惱薪,Dharmakṣema,6
退轉道,Dharmakṣema,6
士夫見,Dharmakṣema,6
斷二見,Dharmakṣema,6
欲色界天,Dharmakṣema,6
欺誑於人,Dharmakṣema,6
恚礙,Dharmakṣema,6
煩惱結縛,Dharmakṣema,6
愛濁,Dharmakṣema,6
餘一生,Dharmakṣema,6
空無有主,Dharmakṣema,6
緣覺解脫,Dharmakṣema,6
無量忍,Dharmakṣema,6
十煩惱,Dharmakṣema,6
作一切佛事,Dharmakṣema,6
禪定解脫三昧正受,Dharmakṣema,6
呪術章句,Dharmakṣema,6
無明緣故,Dharmakṣema,6
攝六波羅蜜,Dharmakṣema,6
誑語,Dharmakṣema,6
魔王宮,Dharmakṣema,6
正法海,Dharmakṣema,6
清淨身相,Dharmakṣema,6
薩遮尼犍,Dharmakṣema,6
不如去,Dharmakṣema,6
眾生心平等,Dharmakṣema,6
畢竟地,Dharmakṣema,6
識處有,Dharmakṣema,6
慈雲,Dharmakṣema,6
喻語,Dharmakṣema,6
了了智,Dharmakṣema,6
欲界善根,Dharmakṣema,6
如來身口意,Dharmakṣema,6
欲界欲愛,Dharmakṣema,6
妄語兩舌惡口無義語,Dharmakṣema,6
諸佛明,Dharmakṣema,6
厭法,Dharmakṣema,6
虛空之相,Dharmakṣema,6
諸天神王,Dharmakṣema,6
如說而作,Dharmakṣema,6
現果報,Dharmakṣema,6
非法求財,Dharmakṣema,6
果度,Dharmakṣema,6
不求餘乘,Dharmakṣema,6
無常樂我淨,Dharmakṣema,6
遠離二邊,Dharmakṣema,6
林天,Dharmakṣema,6
三十二業,Dharmakṣema,6
大方等無想經,Dharmakṣema,6
毘伽羅,Dharmakṣema,6
供養三世諸佛,Dharmakṣema,6
伎樂之聲,Dharmakṣema,6
頂智,Dharmakṣema,6
悟無生,Dharmakṣema,6
四種力,Dharmakṣema,6
聲聞像,Dharmakṣema,6
白骨觀,Dharmakṣema,6
狂語,Dharmakṣema,6
無修行,Dharmakṣema,6
婆羅門果,Dharmakṣema,6
不染心,Dharmakṣema,6
畢竟道,Dharmakṣema,6
聖威儀,Dharmakṣema,6
大海智,Dharmakṣema,6
煩惱樹,Dharmakṣema,6
勇猛王,Dharmakṣema,6
大惠,Dharmakṣema,6
毀呰聖人,Dharmakṣema,6
不了語,Dharmakṣema,6
滅諸愛,Dharmakṣema,6
疑慢,Dharmakṣema,6
阿耨多羅三藐三菩提智,Dharmakṣema,6
總持三昧,Dharmakṣema,6
神德變,Dharmakṣema,6
鬼像,Dharmakṣema,6
難施能施,Dharmakṣema,6
智慧水,Dharmakṣema,6
解行地,Dharmakṣema,6
牛鬪,Dharmakṣema,6
多聞戒,Dharmakṣema,6
地獄果報,Dharmakṣema,6
十業道,Dharmakṣema,6
非想非非想處結,Dharmakṣema,6
信功德,Dharmakṣema,6
不愛語,Dharmakṣema,6
無福無罪,Dharmakṣema,6
無見頂者,Dharmakṣema,6
三衣鉢具,Dharmakṣema,6
輪迴六趣,Dharmakṣema,6
大慈大悲行,Dharmakṣema,6
諦相應,Dharmakṣema,6
煩惱繫縛,Dharmakṣema,6
無上之尊,Dharmakṣema,6
大授記,Dharmakṣema,6
無勝智,Dharmakṣema,6
十種神力,Dharmakṣema,6
無為淨,Dharmakṣema,6
發心修行,Dharmakṣema,6
菩提之行,Dharmakṣema,6
聲明,Dharmakṣema,6
雜色光明,Dharmakṣema,6
受苦因,Dharmakṣema,6
語言三昧,Dharmakṣema,6
天人八部,Dharmakṣema,6
道伴,Dharmakṣema,6
增上意學,Dharmakṣema,6
清淨之身,Dharmakṣema,6
觸貪,Dharmakṣema,6
五定,Dharmakṣema,6
不可顯示,Dharmakṣema,6
斷一切受,Dharmakṣema,6
遠離一切相,Dharmakṣema,6
善法莊嚴,Dharmakṣema,6
五住菩薩,Dharmakṣema,6
平等之心,Dharmakṣema,6
畢竟樂,Dharmakṣema,6
非眼識界,Dharmakṣema,6
誑佛,Dharmakṣema,6
善人施,Dharmakṣema,6
世俗正見,Dharmakṣema,6
欲貪色無色貪,Dharmakṣema,6
識識空,Dharmakṣema,6
護世王,Dharmakṣema,6
法行比丘,Dharmakṣema,6
一切法猶如虛空,Dharmakṣema,6
師子上身,Dharmakṣema,6
漏盡智力,Dharmakṣema,6
現前僧物,Dharmakṣema,6
歸依佛法僧寶,Dharmakṣema,6
無嫉妬心,Dharmakṣema,6
智勢力,Dharmakṣema,6
次第興世,Dharmakṣema,6
金鼓,Dharmakṣema,6
諸業煩惱,Dharmakṣema,6
雜報,Dharmakṣema,6
調伏方便,Dharmakṣema,6
非想非非想處有,Dharmakṣema,6
不敬僧,Dharmakṣema,6
求索飲食,Dharmakṣema,6
頂善根,Dharmakṣema,6
想地獄,Dharmakṣema,6
菩提種子,Dharmakṣema,6
修多羅藏,Dharmakṣema,6
器非器,Dharmakṣema,6
毀壞正法,Dharmakṣema,6
不食肉不飲酒,Dharmakṣema,6
無漏善法,Dharmakṣema,6
深信三寶,Dharmakṣema,6
覺知相,Dharmakṣema,6
俗世,Dharmakṣema,6
大福德聚,Dharmakṣema,6
寂滅之法,Dharmakṣema,6
富伽羅,Dharmakṣema,6
覺思惟,Dharmakṣema,6
不修空,Dharmakṣema,6
懶惰懈怠,Dharmakṣema,6
分身諸佛,Dharmamitra,6
大煩惱,Dharmamitra,6
踊身空中,Dharmamitra,6
繫念一處,Dharmamitra,6
無量光佛,Dharmamitra,6
稱佛名,Dharmamitra,6
坐禪法,Dharmamitra,6
邊地邪見,Dharmamitra,6
帝釋諸天,Dharmamitra,6
分別境界,Dharmamitra,6
眉間白毫大人相光,Dharmamitra,6
普光佛,Dharmamitra,6
憍曰兜菩薩,Dharmamitra,6
法喜樂,Dharmamitra,6
竭煩惱海,Dharmamitra,6
觀五受陰,Dharmamitra,6
有根原,Dharmanandi and Zhu Fonian,6
具足眼根,Dharmanandi and Zhu Fonian,6
信根成就,Dharmanandi and Zhu Fonian,6
拘那羅,Dharmanandi and Zhu Fonian,6
毀呰他人,Dharmanandi and Zhu Fonian,6
渡處,Dharmanandi and Zhu Fonian,6
諸法之要,Dharmanandi and Zhu Fonian,6
入涅槃城,Dharmanandi and Zhu Fonian,6
無有邪念,Dharmanandi and Zhu Fonian,6
樹下露坐,Dharmanandi and Zhu Fonian,6
正覺樂,Dharmanandi and Zhu Fonian,6
難陀迦,Dharmanandi and Zhu Fonian,6
恩愛別離苦,Dharmanandi and Zhu Fonian,6
盡形壽不盜,Dharmanandi and Zhu Fonian,6
有漏盡成無漏,Dharmanandi and Zhu Fonian,6
內觀痛,Dharmanandi and Zhu Fonian,6
越苦,Dharmanandi and Zhu Fonian,6
衰耗法,Dharmanandi and Zhu Fonian,6
飲食知節,Dharmanandi and Zhu Fonian,6
嚫願,Dharmanandi and Zhu Fonian,6
婆迦利,Dharmanandi and Zhu Fonian,6
三毒心,Dharmanandi and Zhu Fonian,6
良地,Dharmanandi and Zhu Fonian,6
解脫知見成就,Dharmanandi and Zhu Fonian,6
正國,Dharmanandi and Zhu Fonian,6
無上善法,Dharmanandi and Zhu Fonian,6
三乘之道,Dharmanandi and Zhu Fonian,6
調戲蓋,Dharmanandi and Zhu Fonian,6
流浪生死,Dharmanandi and Zhu Fonian,6
施之主,Dharmanandi and Zhu Fonian,6
阿練比丘,Dharmanandi and Zhu Fonian,6
優陀延王,Dharmanandi and Zhu Fonian,6
須拔,Dharmanandi and Zhu Fonian,6
所欲不得苦,Dharmanandi and Zhu Fonian,6
愚從事,Dharmanandi and Zhu Fonian,6
清淨梵志,Dharmanandi and Zhu Fonian,6
出要樂,Dharmanandi and Zhu Fonian,6
寂道,Dharmanandi and Zhu Fonian,6
無生耶,Dharmanandi and Zhu Fonian,6
賢聖戒律,Dharmanandi and Zhu Fonian,6
不癡善根,Dharmanandi and Zhu Fonian,6
十二賢士,Dharmanandi and Zhu Fonian,6
愛盡無餘,Dharmanandi and Zhu Fonian,6
梵行之人,Dharmanandi and Zhu Fonian,6
著補納衣,Dharmanandi and Zhu Fonian,6
餓鬼行,Dharmanandi and Zhu Fonian,6
戒律成就,Dharmanandi and Zhu Fonian,6
反復者,Dharmanandi and Zhu Fonian,6
刪提,Dharmanandi and Zhu Fonian,6
觀此苦,Dharmanandi and Zhu Fonian,6
斯尼,Dharmanandi and Zhu Fonian,6
犯戒之人,Dharmanandi and Zhu Fonian,6
天人道,Dharmarakṣa,6
如來界,Dharmarakṣa,6
安想,Dharmarakṣa,6
四部眾會,Dharmarakṣa,6
生法眼,Dharmarakṣa,6
喜信淨,Dharmarakṣa,6
癡合,Dharmarakṣa,6
寂然行,Dharmarakṣa,6
宿德本,Dharmarakṣa,6
佛所授決,Dharmarakṣa,6
解脫業,Dharmarakṣa,6
定意門,Dharmarakṣa,6
不可稱計眾生之類,Dharmarakṣa,6
少智者,Dharmarakṣa,6
正等覺,Dharmarakṣa,6
近空,Dharmarakṣa,6
造願,Dharmarakṣa,6
如來之行,Dharmarakṣa,6
寶幢三昧,Dharmarakṣa,6
諸欲塵,Dharmarakṣa,6
慈四等,Dharmarakṣa,6
財力,Dharmarakṣa,6
大慈行,Dharmarakṣa,6
諸滅度佛,Dharmarakṣa,6
大哀行,Dharmarakṣa,6
寂然清淨,Dharmarakṣa,6
神通達,Dharmarakṣa,6
香行,Dharmarakṣa,6
佛體,Dharmarakṣa,6
正真言,Dharmarakṣa,6
大法蠡,Dharmarakṣa,6
吉祥願,Dharmarakṣa,6
了相,Dharmarakṣa,6
鼻舌身意更,Dharmarakṣa,6
善歸,Dharmarakṣa,6
佛足指,Dharmarakṣa,6
六冥,Dharmarakṣa,6
慈悲愍念,Dharmarakṣa,6
法本際,Dharmarakṣa,6
闓士,Dharmarakṣa,6
緣覺學,Dharmarakṣa,6
日月王,Dharmarakṣa,6
眉間相光,Dharmarakṣa,6
觀身無我,Dharmarakṣa,6
四大之身,Dharmarakṣa,6
名色本,Dharmarakṣa,6
無欲著,Dharmarakṣa,6
不退轉印,Dharmarakṣa,6
檀越食,Dharmarakṣa,6
誣謗我,Dharmarakṣa,6
山頂菩薩,Dharmarakṣa,6
無所有義,Dharmarakṣa,6
響忍,Dharmarakṣa,6
維摩羅,Dharmarakṣa,6
魔塵勞,Dharmarakṣa,6
譽毀,Dharmarakṣa,6
無著人,Dharmarakṣa,6
勇辯,Dharmarakṣa,6
獄繫縛,Dharmarakṣa,6
他心念,Dharmarakṣa,6
大拘絺,Dharmarakṣa,6
表裏相應,Dharmarakṣa,6
利諸根,Dharmarakṣa,6
度世品經,Dharmarakṣa,6
師子娛樂,Dharmarakṣa,6
六波羅蜜道,Dharmarakṣa,6
聖足,Dharmarakṣa,6
無類,Dharmarakṣa,6
無動三昧,Dharmarakṣa,6
平等無異,Dharmarakṣa,6
金剛志,Dharmarakṣa,6
棄家為道,Dharmarakṣa,6
祇樹之園,Dharmarakṣa,6
廣大施,Dharmarakṣa,6
上意菩薩,Dharmarakṣa,6
菩薩德行,Dharmarakṣa,6
思相,Dharmarakṣa,6
琉璃座,Dharmarakṣa,6
色無色天,Dharmarakṣa,6
孝道,Dharmarakṣa,6
度世之業,Dharmarakṣa,6
辟支佛塔,Dharmarakṣa,6
不著如來,Dharmarakṣa,6
寂靜戒,Dharmarakṣa,6
哀鸞音,Dharmarakṣa,6
度世智慧,Dharmarakṣa,6
山王菩薩,Dharmarakṣa,6
持意菩薩,Dharmarakṣa,6
非我法,Dharmarakṣa,6
上書,Dharmarakṣa,6
無央數法,Dharmarakṣa,6
魔法,Dharmarakṣa,6
大意菩薩,Dharmarakṣa,6
節節解身,Dharmarakṣa,6
無明慧,Dharmarakṣa,6
多寶世尊,Dharmarakṣa,6
備一切智,Dharmarakṣa,6
諸魔天,Dharmarakṣa,6
放光三昧,Dharmarakṣa,6
有致生,Dharmarakṣa,6
世縛,Dharmarakṣa,6
功德畢,Dharmarakṣa,6
無著不著,Dharmarakṣa,6
颰陀和菩薩,Dharmarakṣa,6
諸根明達,Dharmarakṣa,6
普智行,Dharmarakṣa,6
佛功德力,Dharmarakṣa,6
正歸,Dharmarakṣa,6
能仁世尊,Dharmarakṣa,6
