CSZJJ,Taisho No.,prefix_a,prefix_lao,suffix_er,reduplicated_nouns,pronoun_qu,personal_pronoun_ta,personal_pronoun_yi,verb_dao,pronoun_zhe,notes,error
中阿鋡經,T 26 (31),False,False,False,False,False,True,False,False,False,"The text does not use the prefix 阿 ā (outside of transliteration like 阿含經), the prefix 老 lǎo, the suffix 兒 ér, reduplicated nouns, the pronoun 渠 qú, the personal pronoun 伊 yī, the verb 道 dào (for 'to say'), or the pronoun 這 zhè. However, it does use the personal pronoun 他 tā, meaning 'others' or 'him', in phrases such as '以力強奪他' and '少智習効他'.",
中阿鋡經,T 26 (32),False,False,False,False,False,False,False,False,False,,
中阿鋡經,T 26 (33),False,False,False,True,False,True,False,False,False,"The first text (大品釋問經第十八) uses '日日' as a reduplicated noun acting adverbially, e.g., '日日來至' ('daily came'). The second text (大品善生經第十九) uses '他' as a possessive pronoun, e.g., '他妻' ('another's wife'). Neither text uses '阿' as a non-transliteration prefix, '老' as a prefix, '兒' as a suffix, the pronouns '渠' or '這', or '道' as a verb meaning 'to say'. Both texts primarily use '曰', '告曰', '白曰', '答曰', and '說' for 'to say' or 'to state'.",
中阿鋡經,T 26 (34),False,False,False,False,False,False,False,False,False,"The text exhibits a formal, classical Buddhist Chinese style typical of early translations. It consistently uses '彼' (bǐ) for third-person pronouns and '此' (cǐ) for 'this', rather than the more vernacular '他' (tā), '伊' (yī), or '這' (zhè). The verb 'to say' is expressed through '語' (yǔ), '答' (dá), or '說' (shuō), not '道' (dào). No instances of the prefixes '阿' (ā) (outside of transliterations) or '老' (lǎo), the suffix '兒' (ér), or reduplicated nouns were found (only an adjectival '親親'). The pronoun '渠' (qú) is also absent.",
中阿鋡經,T 26 (35),False,False,False,True,False,True,False,False,False,"The text contains reduplicated words such as '處處' and '一一' (used with numbers like '一一數'), and the early form of the personal pronoun '他' (meaning 'other's' or 'another's' in phrases like '他婦', '他人', '他意'). It does not, however, use the vernacular prefixes '阿' or '老', the suffix '兒', the pronoun '渠', the pronoun '伊', the verb '道' to mean 'to say', or the pronoun '這'.",
中阿鋡經,T 26 (36),False,False,False,True,False,False,False,False,False,"The text does not extensively use vernacular elements. The most notable vernacular element found is the reduplicated noun '日日' (day by day), used adverbially. The prefix '阿' is only used in transliterated names (e.g., 阿難), not as a native Chinese prefix. The prefixes '老', suffix '兒', pronouns '他', '渠', '伊', '這', and the verb '道' (to say) are not present in vernacular usage. The text consistently uses '曰' and its compounds for reporting speech.",
中阿鋡經,T 26 (37),False,False,False,False,False,False,False,False,False,,
中阿鋡經,T 26 (38),False,False,True,False,False,False,False,False,False,,
中阿鋡經,T 26 (39),False,False,False,True,False,False,False,False,False,"The text does not use the prefix 阿 ā (except in transliterations like 阿含, 阿羅訶, 阿那含), the prefix 老 lǎo (used in '長者' and '生老病死'), the suffix 兒 ér (used in '童男', '童女'), the pronoun 渠 qú, the personal pronoun 他 tā (used as 'other/others' in phrases like '他門', '他田', '為他所嘖', '饒益他'), the personal pronoun 伊 yī, or the pronoun 這 zhè. It uses the reduplicated noun '眾生眾生' multiple times. The verb 'to say' is expressed through '語', '告曰', and '答曰', not '道' (which is used in '學道').",
中阿鋡經,T 26 (40),False,False,False,False,False,False,False,False,False,"The text does not use the prefix 阿 (ā) not as part of a transliteration. The text does not use the prefix 老 (lǎo) as a vernacular prefix, appearing instead as an adjective or part of a compound. The text does not use the suffix 兒 (ér). No reduplicated nouns are found, with '生生' being an adverbial phrase. The text does not use the second-person pronoun 渠 (qú). The character 他 (tā) appears, but only in the sense of 'other' (e.g., 他眾, 他化樂天, 他財物), not as a third-person personal pronoun 'he/she'. The text does not use the personal pronoun 伊 (yī). The text does not use 道 (dào) as the verb 'to say'; instead, it consistently uses '曰', '言', '告', '白', '說', '問', and '論'. The text does not use the pronoun 這 (zhè), preferring '此' instead.",
中阿鋡經,T 26 (41),False,False,False,True,False,False,False,False,False,"The text uses the reduplicated noun '生生' (shēngshēng, 'generation after generation'). The prefix '阿' (ā) is present, but only as part of transliterated terms like '阿修羅', '阿那含', or '阿毘曇', not as a vernacular prefix to names. The prefixes '老' (lǎo) and the suffix '兒' (ér) are not found. The pronoun '渠' (qú) is not found. The personal pronoun '他' (tā) is found in the sense of 'other' or 'others' (e.g., '他眾', '不復由他'), but not as a specific singular personal pronoun 'he/she'. The personal pronoun '伊' (yī) is not found. The verb '道' (dào, 'to say') is not found, with '曰' (yuē) or '語' (yǔ) used instead. The pronoun '這' (zhè) is not found.",
中阿鋡經,T 26 (42),False,False,False,False,False,True,False,False,False,"The text uses '他' as a personal pronoun in '不復由他'. All other specific vernacular elements requested (prefix 阿, prefix 老, suffix 兒, reduplicated nouns, pronoun 渠, pronoun 伊, verb 道 for 'to say', and pronoun 這) are not found in the text. For 'to say', the text primarily uses 語曰, 答曰, 問曰, 告曰, 白曰, 佛言, 說, and 謂 instead of 道.",
中阿鋡經,T 26 (43),False,False,False,False,False,False,False,False,False,"The text primarily uses classical Buddhist Literary Sinitic. It does not contain the specified vernacular elements. For 'prefix_a', '阿' only appears in transliterated names like '阿難'. For 'prefix_lao', '老' appears in '長老' but not as a vernacular prefix. For 'suffix_er', no instances were found. For 'reduplicated_nouns', no clear examples were found; '彼彼' is a reduplicated demonstrative. For 'pronoun_qu' and 'personal_pronoun_yi', no instances were found. For 'personal_pronoun_ta', '他' is absent, with '彼' being used instead. For 'verb_dao', '道' is used as a noun ('path' or 'way') or part of a fixed phrase, not as a verb meaning 'to say'; the text consistently uses '曰', '告', '言', '答', '白', '說' for 'to say'. For 'pronoun_zhe', '這' is absent, with '此' being used instead.",
中阿鋡經,T 26 (44),False,False,False,False,False,False,False,False,False,"The text, a translation from the Eastern Jin dynasty, consistently employs classical Chinese forms for pronouns and speech verbs (e.g., 汝, 彼, 曰, 告, 語, 言, 問) rather than the requested vernacular elements (他, 伊, 渠, 道). Similarly, no instances of the vernacular prefixes 阿 or 老, the suffix 兒, or reduplicated nouns were found. The pronoun for 'this' is consistently 此 instead of 這. Overall, the translation style is largely classical and lacks the specific vernacular features requested.",
中阿鋡經,T 26 (45),False,False,False,False,False,True,False,False,False,"The prefix 阿 is only used in transliterations (e.g., 阿含, 阿羅訶, 阿摩尼). The prefixes 老 and the suffix 兒 are not found. Reduplicated nouns are not present; 親親 functions as an adjective, 種種 as an adjective/adverb, and 善哉 is an exclamation. The pronoun 渠 is not found. The personal pronoun 他 is found (e.g., 不念害他). The personal pronoun 伊 is not found. The verb 道 (to say) is not used; instead, the text uses 告曰, 白曰, 歎曰, 答曰, and 說. The pronoun 這 is not found.",
中阿鋡經,T 26 (46),False,False,False,False,False,False,False,False,False,"The text, a translation from the Eastern Jin dynasty, primarily uses classical Chinese. It does not contain any of the specified vernacular elements such as the prefixes 阿 (ā) or 老 (lǎo), the suffix 兒 (ér), reduplicated nouns, the pronouns 渠 (qú), 他 (tā), or 伊 (yī), the verb 道 (dào) meaning 'to say,' or the pronoun 這 (zhè). The pronoun 'this' is consistently rendered as '此' (cǐ) and 'to say' as '告' (gào), '說' (shuō), or '言' (yán).",
中阿鋡經,T 26 (47),False,False,False,False,False,False,False,False,False,,
中阿鋡經,T 26 (48),False,False,False,True,False,False,False,False,False,"The text does not use the prefix 阿 ā as a vernacular prefix; its occurrences are limited to transliterated names like 阿難, 阿那律陀, and 阿毘曇. The prefix 老 lǎo is not used in a vernacular sense, appearing only literally in phrases like '生、老、病、死因' (birth, old age, sickness, death). The suffix 兒 ér is not present in the text. Reduplicated nouns are found, specifically in the phrase '親親朋友' (qīnqīn péngyǒu) in 馬邑經第二 (0726a16, 0726a28), where '親親' denotes dear ones or relatives. The second-person pronoun 渠 qú is not used. The personal pronoun 他 tā is not present; the text consistently uses 彼 (bǐ) for third-person pronouns. The personal pronoun 伊 yī is also not found. The verb 'to say' 道 dào is not used; instead, the text employs classical forms such as 說 (shuō), 告 (gào), 白 (bái), 答 (dá), 問 (wèn), and 歎 (tàn), often followed by 曰 (yuē). The pronoun 'this' 這 zhè is not used; the text utilizes 此 (cǐ) instead.",
中阿鋡經,T 26 (49),False,False,False,True,False,True,False,False,False,"The text uses reduplicated nouns, specifically '種種' (various kinds), which is a vernacular element. It also employs the personal pronoun '他' (tā) in contexts like '使他苦惱' (cause him/others suffering), functioning as a general third-person pronoun for 'others', which is a vernacular characteristic. However, it does not use the prefix '阿' (ā) outside of transliterated names, nor the prefix '老' (lǎo), nor the suffix '兒' (ér). The second-person pronoun '渠' (qú), the personal pronoun '伊' (yī), the verb '道' (dào) for 'to say', and the pronoun '這' (zhè) for 'this' are also absent, with the text preferring '說' for 'to say' and '此' for 'this'.",
中阿鋡經,T 26 (50),False,False,False,False,False,False,False,True,False,,
中阿鋡經,T 26 (51),False,False,False,False,False,False,False,False,False,"The text, a translation from the Eastern Jin Dynasty, exhibits a formal and classical style typical of early Chinese Buddhist sutras. The prefix 阿 ā is only used in transliterations (e.g., 阿濕貝, 阿那含), not as a grammatical prefix. Neither the prefix 老 lǎo nor the suffix 兒 ér are present. Reduplicated nouns are absent; while adverbial reduplications like 數數 are found, they do not qualify as reduplicated nouns. The second-person pronoun 渠 qú and the personal pronoun 伊 yī are not used. The character 他 tā appears in '從他疑者' to mean 'others' or 'them', but not as a singular third-person pronoun 'he/she' in the vernacular sense. The verb 'to say' is expressed through 白曰, 告曰, and 語, not 道 dào. The pronoun 這 zhè is also absent. Overall, the text shows a distinct lack of the specified vernacular elements.",
