czjj_no,title_zh,taisho_no,attribution,term,term_introduced_by
40,般舟般三昧經,T 418 (1),Lokakṣema ,三昧力,Lokakṣema 
40,般舟般三昧經,T 418 (1),Lokakṣema ,本功德力,Lokakṣema 
40,般舟般三昧經,T 418 (1),Lokakṣema ,佛法,An Shigao
40,般舟般三昧經,T 418 (1),Lokakṣema ,經,An Shigao
40,般舟般三昧經,T 418 (1),Lokakṣema ,忍辱,An Shigao
40,般舟般三昧經,T 418 (1),Lokakṣema ,精進,An Shigao
40,般舟般三昧經,T 418 (1),Lokakṣema ,一心,An Shigao
40,般舟般三昧經,T 418 (1),Lokakṣema ,度脫智慧,Lokakṣema 
40,般舟般三昧經,T 418 (1),Lokakṣema ,師子座,Lokakṣema 
40,般舟般三昧經,T 418 (1),Lokakṣema ,佛種,Lokakṣema 
40,般舟般三昧經,T 418 (1),Lokakṣema ,十力地,Lokakṣema 
40,般舟般三昧經,T 418 (1),Lokakṣema ,摩訶衍,Lokakṣema 
40,般舟般三昧經,T 418 (1),Lokakṣema ,摩訶僧那僧涅,Lokakṣema 
40,般舟般三昧經,T 418 (1),Lokakṣema ,一切智,Lokakṣema 
40,般舟般三昧經,T 418 (1),Lokakṣema ,三千國土,Lokakṣema 
40,般舟般三昧經,T 418 (1),Lokakṣema ,經藏,Lokakṣema 
40,般舟般三昧經,T 418 (1),Lokakṣema ,聖智,Lokakṣema 
40,般舟般三昧經,T 418 (1),Lokakṣema ,億劫,Lokakṣema 
40,般舟般三昧經,T 418 (1),Lokakṣema ,法,An Shigao
40,般舟般三昧經,T 418 (2),Lokakṣema ,三藏,An Shigao
40,般舟般三昧經,T 418 (2),Lokakṣema ,無著,An Shigao
40,般舟般三昧經,T 418 (2),Lokakṣema ,佛,An Shigao
40,般舟般三昧經,T 418 (2),Lokakṣema ,颰陀和,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,菩薩,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,三昧,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,經,An Shigao
40,般舟般三昧經,T 418 (2),Lokakṣema ,持戒,An Shigao
40,般舟般三昧經,T 418 (2),Lokakṣema ,阿耨多羅三藐三菩提,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,色,An Shigao
40,般舟般三昧經,T 418 (2),Lokakṣema ,痛痒,An Shigao
40,般舟般三昧經,T 418 (2),Lokakṣema ,思想,An Shigao
40,般舟般三昧經,T 418 (2),Lokakṣema ,生死,An Shigao
40,般舟般三昧經,T 418 (2),Lokakṣema ,識,An Shigao
40,般舟般三昧經,T 418 (2),Lokakṣema ,愚癡,An Shigao
40,般舟般三昧經,T 418 (2),Lokakṣema ,智者,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,智慧,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,我,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,一切法,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,無所有,An Shigao
40,般舟般三昧經,T 418 (2),Lokakṣema ,諸法空,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,泥洹,An Shigao
40,般舟般三昧經,T 418 (2),Lokakṣema ,無所著,An Shigao
40,般舟般三昧經,T 418 (2),Lokakṣema ,摩訶衍,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,偈,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,婬欲,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,非常空,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,成佛,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,甘露,An Shigao
40,般舟般三昧經,T 418 (2),Lokakṣema ,度脫,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,佛道,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,五道,An Shigao
40,般舟般三昧經,T 418 (2),Lokakṣema ,色漏,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,無想空,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,精進,An Shigao
40,般舟般三昧經,T 418 (2),Lokakṣema ,法,An Shigao
40,般舟般三昧經,T 418 (2),Lokakṣema ,虛空,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,道意,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,無想,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,無作,An Shigao
40,般舟般三昧經,T 418 (2),Lokakṣema ,定意,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,世雄,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,賢聖,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,外異道,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,十方,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,化法,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,世尊,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,法施,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,寂三昧,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,無量德,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,垢塵,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,貪,An Shigao
40,般舟般三昧經,T 418 (2),Lokakṣema ,瞋恚,An Shigao
40,般舟般三昧經,T 418 (2),Lokakṣema ,狐疑,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,空三昧,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,四輩,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,天中天,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,比丘,An Shigao
40,般舟般三昧經,T 418 (2),Lokakṣema ,缺戒,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,禁法,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,功德,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,天,An Shigao
40,般舟般三昧經,T 418 (2),Lokakṣema ,遮迦越王,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,毀戒,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,羅漢,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,布施,An Shigao
40,般舟般三昧經,T 418 (2),Lokakṣema ,信,An Shigao
40,般舟般三昧經,T 418 (2),Lokakṣema ,和上,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,善師,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,比丘尼,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,優婆塞,An Shigao
40,般舟般三昧經,T 418 (2),Lokakṣema ,優婆夷,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,獨處止,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,乞食,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,嫉妬,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,經行,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,鉢,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,震越,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,佛子,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,惡知識,An Shigao
40,般舟般三昧經,T 418 (2),Lokakṣema ,佛教,An Shigao
40,般舟般三昧經,T 418 (2),Lokakṣema ,菩薩道,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,摩訶衍三拔致,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,貢高,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,婬、恚、癡,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,魔羅網,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,憍慢,An Shigao
40,般舟般三昧經,T 418 (2),Lokakṣema ,慈,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,小慈,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,大慈,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,白衣菩薩,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,修道,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,五戒,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,沙門,An Shigao
40,般舟般三昧經,T 418 (2),Lokakṣema ,八關齋,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,佛寺,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,福,An Shigao
40,般舟般三昧經,T 418 (2),Lokakṣema ,比丘僧,An Shigao
40,般舟般三昧經,T 418 (2),Lokakṣema ,慳妬,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,自歸於三,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,授決,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,怛薩阿竭,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,般泥洹,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,閻浮利,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,佛經,An Shigao
40,般舟般三昧經,T 418 (2),Lokakṣema ,羅隣那竭,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,摩訶須薩和,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,憍曰兜,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,那羅達,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,須深,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,因坻達,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,和輪調,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,經卷,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,深經,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,佛國,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,阿難,An Shigao
40,般舟般三昧經,T 418 (2),Lokakṣema ,袈裟,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,作禮,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,神通,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,正真覺,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,眾生,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,聖,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,深法藏,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,無上道德,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,宿世命,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,慈哀,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,大道行,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,那術數,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,舍利,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,塔寺,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,龍,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,乾陀羅,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,清信士,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,玄妙法,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,方等經,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,一切縛,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,空慧,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,紫磨金色,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,百福相,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,三惡道,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,八難處,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,彌勒佛,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,歸,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,供養,An Shigao
40,般舟般三昧經,T 418 (2),Lokakṣema ,寂滅句,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,人中尊,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,法忍,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,無上大道行,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,修梵行,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,賢劫,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,光明,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,劫,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,居士,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,正法化,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,無億教,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,無上道,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,導世間,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,威神,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,無量佛,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,清淨之戒,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,分衛,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,愛欲,An Shigao
40,般舟般三昧經,T 418 (2),Lokakṣema ,慈心,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,劫盡壞燒,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,閱叉鬼神,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,非人,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,狂玃,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,薜荔,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,鳩洹鬼神,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,禪,An Shigao
40,般舟般三昧經,T 418 (2),Lokakṣema ,阿須輪,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,迦留羅鬼神,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,真陀羅鬼神,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,摩睺勒鬼神,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,四天王,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,釋提桓因,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,梵三鉢天,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,恒,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,地獄,An Shigao
40,般舟般三昧經,T 418 (2),Lokakṣema ,餓鬼道,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,畜生,An Shigao
40,般舟般三昧經,T 418 (2),Lokakṣema ,道意不退轉,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,法慧,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,魔事,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,邪道,An Shigao
40,般舟般三昧經,T 418 (2),Lokakṣema ,末世,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,阿僧祇劫,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,阿羅訶,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,三耶三佛,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,羼羅耶佛,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,須達,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,忉利天上,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,術闍波提,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,剎利,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,賴毘羅耶,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,婆羅門,An Shigao
40,般舟般三昧經,T 418 (2),Lokakṣema ,提和竭羅,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,菩薩眼,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,諸佛之藏,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,四意止,An Shigao
40,般舟般三昧經,T 418 (2),Lokakṣema ,觀身,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,觀痛痒,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,觀意,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,觀法,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,阿惟越致,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,念佛,An Shigao
40,般舟般三昧經,T 418 (2),Lokakṣema ,空寂,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,守覺,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,念法,An Shigao
40,般舟般三昧經,T 418 (2),Lokakṣema ,忍辱,An Shigao
40,般舟般三昧經,T 418 (2),Lokakṣema ,阿羅漢道,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,無所從來生法,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,觀,An Shigao
40,般舟般三昧經,T 418 (2),Lokakṣema ,出家,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,奉戒,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,覺意,An Shigao
40,般舟般三昧經,T 418 (2),Lokakṣema ,正法,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,餘道,Lokakṣema 
40,般舟般三昧經,T 418 (2),Lokakṣema ,慚愧,Lokakṣema 
40,般舟般三昧經,T 418 (3),Lokakṣema ,般舟三昧,Lokakṣema 
40,般舟般三昧經,T 418 (3),Lokakṣema ,三藏,An Shigao
40,般舟般三昧經,T 418 (3),Lokakṣema ,佛,An Shigao
40,般舟般三昧經,T 418 (3),Lokakṣema ,品,Lokakṣema 
40,般舟般三昧經,T 418 (3),Lokakṣema ,菩薩,Lokakṣema 
40,般舟般三昧經,T 418 (3),Lokakṣema ,比丘,An Shigao
40,般舟般三昧經,T 418 (3),Lokakṣema ,僧,Lokakṣema 
40,般舟般三昧經,T 418 (3),Lokakṣema ,比丘尼,Lokakṣema 
40,般舟般三昧經,T 418 (3),Lokakṣema ,作禮,Lokakṣema 
40,般舟般三昧經,T 418 (3),Lokakṣema ,四天王,Lokakṣema 
40,般舟般三昧經,T 418 (3),Lokakṣema ,釋提桓因,Lokakṣema 
40,般舟般三昧經,T 418 (3),Lokakṣema ,梵天,Lokakṣema 
40,般舟般三昧經,T 418 (3),Lokakṣema ,優婆塞,An Shigao
40,般舟般三昧經,T 418 (3),Lokakṣema ,優婆夷,Lokakṣema 
40,般舟般三昧經,T 418 (3),Lokakṣema ,布施,An Shigao
40,般舟般三昧經,T 418 (3),Lokakṣema ,衣,Lokakṣema 
40,般舟般三昧經,T 418 (3),Lokakṣema ,鉢,Lokakṣema 
40,般舟般三昧經,T 418 (3),Lokakṣema ,威神,Lokakṣema 
40,般舟般三昧經,T 418 (3),Lokakṣema ,供養,An Shigao
40,般舟般三昧經,T 418 (3),Lokakṣema ,經,An Shigao
40,般舟般三昧經,T 418 (3),Lokakṣema ,四輩弟子,Lokakṣema 
40,般舟般三昧經,T 418 (3),Lokakṣema ,三昧,Lokakṣema 
40,般舟般三昧經,T 418 (3),Lokakṣema ,垢,Lokakṣema 
40,般舟般三昧經,T 418 (3),Lokakṣema ,冥入明,Lokakṣema 
40,般舟般三昧經,T 418 (3),Lokakṣema ,無所從來生法樂,Lokakṣema 
40,般舟般三昧經,T 418 (3),Lokakṣema ,愛欲,An Shigao
40,般舟般三昧經,T 418 (3),Lokakṣema ,貪,An Shigao
40,般舟般三昧經,T 418 (3),Lokakṣema ,五所欲,Lokakṣema 
40,般舟般三昧經,T 418 (3),Lokakṣema ,空,An Shigao
40,般舟般三昧經,T 418 (3),Lokakṣema ,信,An Shigao
40,般舟般三昧經,T 418 (3),Lokakṣema ,報恩,Lokakṣema 
40,般舟般三昧經,T 418 (3),Lokakṣema ,偈,Lokakṣema 
40,般舟般三昧經,T 418 (3),Lokakṣema ,法,An Shigao
40,般舟般三昧經,T 418 (3),Lokakṣema ,五道,An Shigao
40,般舟般三昧經,T 418 (3),Lokakṣema ,著,An Shigao
40,般舟般三昧經,T 418 (3),Lokakṣema ,慧,An Shigao
40,般舟般三昧經,T 418 (3),Lokakṣema ,眾生,Lokakṣema 
40,般舟般三昧經,T 418 (3),Lokakṣema ,戒,An Shigao
40,般舟般三昧經,T 418 (3),Lokakṣema ,忍,Lokakṣema 
40,般舟般三昧經,T 418 (3),Lokakṣema ,精進,An Shigao
40,般舟般三昧經,T 418 (3),Lokakṣema ,六度,Lokakṣema 
40,般舟般三昧經,T 418 (3),Lokakṣema ,慈悲喜護,Lokakṣema 
40,般舟般三昧經,T 418 (3),Lokakṣema ,善權方便,Lokakṣema 
40,般舟般三昧經,T 418 (3),Lokakṣema ,慳貪,Lokakṣema 
40,般舟般三昧經,T 418 (3),Lokakṣema ,佛道,Lokakṣema 
40,般舟般三昧經,T 418 (3),Lokakṣema ,蓋,Lokakṣema 
40,般舟般三昧經,T 418 (3),Lokakṣema ,貢高,Lokakṣema 
40,般舟般三昧經,T 418 (3),Lokakṣema ,吾我想,Lokakṣema 
40,般舟般三昧經,T 418 (3),Lokakṣema ,寂定,Lokakṣema 
40,般舟般三昧經,T 418 (3),Lokakṣema ,道,An Shigao
40,般舟般三昧經,T 418 (3),Lokakṣema ,定慧,Lokakṣema 
40,般舟般三昧經,T 418 (3),Lokakṣema ,劫,Lokakṣema 
40,般舟般三昧經,T 418 (3),Lokakṣema ,十方,Lokakṣema 
40,般舟般三昧經,T 418 (3),Lokakṣema ,釋迦文,Lokakṣema 
40,般舟般三昧經,T 418 (3),Lokakṣema ,內法,Lokakṣema 
40,般舟般三昧經,T 418 (3),Lokakṣema ,定光佛,Lokakṣema 
40,般舟般三昧經,T 418 (3),Lokakṣema ,大士,Lokakṣema 
40,般舟般三昧經,T 418 (3),Lokakṣema ,天中天,Lokakṣema 
40,般舟般三昧經,T 418 (3),Lokakṣema ,色,An Shigao
40,般舟般三昧經,T 418 (3),Lokakṣema ,陰,An Shigao
40,般舟般三昧經,T 418 (3),Lokakṣema ,根,Lokakṣema 
40,般舟般三昧經,T 418 (3),Lokakṣema ,欲,An Shigao
40,般舟般三昧經,T 418 (3),Lokakṣema ,如來,An Shigao
40,般舟般三昧經,T 418 (3),Lokakṣema ,阿羅漢,Lokakṣema 
40,般舟般三昧經,T 418 (3),Lokakṣema ,三耶三佛,Lokakṣema 
40,般舟般三昧經,T 418 (3),Lokakṣema ,阿惟越致,Lokakṣema 
40,般舟般三昧經,T 418 (3),Lokakṣema ,辟支佛,An Shigao
40,般舟般三昧經,T 418 (3),Lokakṣema ,虛空,Lokakṣema 
40,般舟般三昧經,T 418 (3),Lokakṣema ,遮迦越王,Lokakṣema 
40,般舟般三昧經,T 418 (3),Lokakṣema ,須彌山,Lokakṣema 
40,般舟般三昧經,T 418 (3),Lokakṣema ,功德,Lokakṣema 
40,般舟般三昧經,T 418 (3),Lokakṣema ,塵勞,Lokakṣema 
40,般舟般三昧經,T 418 (3),Lokakṣema ,神通,Lokakṣema 
