CSZJJ,Taisho No.,prefix_a,prefix_lao,suffix_er,reduplicated_nouns,pronoun_qu,personal_pronoun_ta,personal_pronoun_yi,notes,error
五十緣身行,T 812 ,False,False,False,True,False,False,False,"The text does not use the prefix 阿 ā as a general prefix, only within transliterated terms such as 阿惟越致 (avyaktika) and 阿須倫 (asura). The prefix 老 lǎo and suffix 兒 ér are not found. The text frequently employs the reduplicated noun '世世' (shìshì), meaning 'generation after generation' or 'always'. The second-person pronoun 渠 qú is not present. The personal pronoun 他 tā is only used as part of '他人' (tārén, other people), not as a standalone singular pronoun for 'he/she'. The personal pronoun 伊 yī is not found in the text.",
四自侵經,T 736 ,False,False,False,False,False,False,False,"The text, an early Buddhist translation from the Western Jin dynasty, does not contain the specified vernacular elements. '老' appears in compounds like '老病死' and '老不止婬' but not as a personal prefix. '兒' appears only in '嬰兒', not as a diminutive suffix. No reduplicated nouns or the pronouns '他', '伊', '渠' were found.",
須摩經,T 334,False,False,False,True,False,False,False,"The text uses the reduplicated noun '事事' (shìshì) as in '事事分別' (distinguish each and every matter). It does not use the prefix 阿 (ā) in a non-transliterated sense, nor the prefix 老 (lǎo), nor the suffix 兒 (ér). It also does not employ the second-person pronoun 渠 (qú), the personal pronoun 他 (tā) as a singular third-person pronoun (only in compounds like '他人'), or the personal pronoun 伊 (yī).",
方等泥洹經,T 378 (1),False,False,False,True,False,False,False,"The prefix 阿 (ā) is used exclusively for transliterating Buddhist proper names and terms (e.g., 阿難, 阿闍世), not as a general vernacular prefix. The prefix 老 (lǎo) appears in '尊老' and '長老' (specific Buddhist term 'elder'), but not as a common vernacular prefix. The suffix 兒 (ér) is not found; '童子' uses '子' as a suffix. Reduplicated words are present, such as 各各 (gè gè), 擾擾 (rǎo rǎo), 遑遑 (huáng huáng), 處處 (chù chù), 種種 (zhǒng zhǒng), 一一 (yī yī), 潺潺 (chán chán), and 巍巍 (wēi wēi). The second-person pronoun 渠 (qú), and the personal pronouns 他 (tā) and 伊 (yī) are not found in the text.",
方等泥洹經,T 378 (2),False,False,False,True,False,False,False,"The text uses reduplicated nouns such as ""慧慧"" (wisdom-wisdom) and ""葉葉"" (leaf-leaf), which are considered vernacular elements. However, it does not use the prefix 阿 (ā) not as part of a transliteration (all uses are transliterations of names like Ananda or Asura). It also does not use the prefix 老 (lǎo), the suffix 兒 (ér), the second-person pronoun 渠 (qú), the personal pronoun 他 (tā), or the personal pronoun 伊 (yī) as vernacular elements (他 is used as 'other', 伊 is part of a transliterated name).",
大善權經,T 345 (1),False,False,False,False,False,True,False,"The prefix 阿 (ā) is not used as a vernacular element; all occurrences are part of transliterated names like 阿難 (Ananda) or 阿須倫 (Asura). The prefix 老 (lǎo) does not appear in the text. The suffix 兒 (ér) does not appear in the text. No reduplicated nouns are found in the text. The pronoun 渠 (qú) does not appear in the text. The personal pronoun 他 (tā) is used, for example, in '在他室坐與女人同床' (0157a18) and '不他人施' (0160a09). The personal pronoun 伊 (yī) does not appear in the text.",
大善權經,T 345 (2),False,False,False,True,False,False,False,"The prefix 阿 (ā) is used, but exclusively as part of transliterated proper nouns like '阿難' (Ānanda) and '阿須倫' (Asura), not as a prefix to native Chinese words. The prefix 老 (lǎo) is not used. '老' appears in '生老病死' referring to old age, but not as a prefix. The suffix 兒 (ér) is not used. '兒' appears in '小兒' but as part of a compound noun, not a general suffix. The text uses reduplicated nouns such as '世世' (shìshì, lifetime after lifetime), '生生' (shēngshēng, life after life), and '時時' (shíshí, from time to time). The third-person pronoun 渠 (qú) is not used. The personal pronoun 他 (tā) is not used to mean 'he/she/it' or 'they'. '他' appears as 'other' in '在他樹間'. The personal pronoun 伊 (yī) is not used.",
無言童子經,T 401 (1),False,False,False,False,False,False,False,"The text does not exhibit the requested vernacular elements. The prefix 阿 is only used in transliterations (e.g., 阿須倫 Asura). The character 兒 appears in compound nouns like 童子 and 嬰兒, but not as a standalone suffix. The pronoun 他 is used to mean 'other' or 'others' (e.g., 他人, 他音), but not as a singular third-person pronoun. Other elements such as the prefix 老, reduplicated nouns, and the pronouns 渠 and 伊 are absent. This indicates a classical and formal translation style.",
無言童子經,T 401 (2),False,False,False,False,False,False,False,"The text shows very few of the requested vernacular elements. The prefix 阿 (ā) is used only in transliterated names (阿難, 阿那律, 阿須倫), not as a vernacular prefix. The prefixes 老 (lǎo) and suffix 兒 (ér) are absent. No clear instances of reduplicated nouns were found; adverbial repetitions like '各各' were present but do not count as reduplicated nouns. The personal pronouns 渠 (qú), 他 (tā), and 伊 (yī) are not present in the text.",
頂王經,T 477 ,False,False,False,True,False,False,False,"The text does not use the prefix 阿 ā (outside of transliterations such as 阿難 or 阿須輪), the prefix 老 lǎo, the suffix 兒 ér, or the personal pronouns 他 tā or 伊 yī. However, it does use reduplicated nouns such as 處處 (chù chù), 各各 (gè gè), and 世世 (shì shì). The second-person pronoun 卿 qīng is present, but 渠 qú is not.",
聖法印經,T 103 ,False,False,False,False,False,False,False,"The text ""佛說聖法印經"" by竺法護 (Western Jin dynasty) exhibits no significant vernacular elements based on the criteria provided. Specifically, the prefix 阿 (ā) is only found as part of a transliterated Sanskrit name (阿遮曇摩文圖) and not as a vernacular prefix. The text does not use the prefix 老 (lǎo), nor the suffix 兒 (ér). There are no instances of reduplicated nouns, nor the second-person pronoun 渠 (qú), nor the personal pronouns 他 (tā) or 伊 (yī). The translation style is formal and consistent with early Chinese Buddhist texts, generally avoiding the specified vernacular features.",
移山經,T 135 ,False,False,False,True,False,False,False,"The prefix 阿 is present only as part of the transliterated name '阿難' (Ananda), not as a general prefix to common nouns or names. The prefixes 老 and suffixes 兒 are not found in the text. The reduplicated noun '處處' is present in the text. The personal pronouns 渠, 他, and 伊 are not found.",
文殊師利五體悔過經,T 459,False,False,False,False,False,False,False,"The text, a translation by Dharmarakṣa from the Western Jin dynasty, exhibits characteristics of early Chinese Buddhist translation style. It primarily uses classical vocabulary and grammatical structures. No instances of the prefix 阿 (ā) not as part of a transliteration (e.g., 阿須倫, 阿難), prefix 老 (lǎo), or suffix 兒 (ér) were found. Reduplicated nouns are absent; words like '各各' and '處處' function adverbially. The pronoun 渠 (qú) is not used. The personal pronouns 他 (tā) and 伊 (yī) are also not present in the text, with '他' exclusively appearing in compounds like '他人' meaning 'other people' rather than a singular third-person pronoun.",
持人菩薩經,T 481 (1),False,False,False,False,False,False,False,"The text, a Western Jin dynasty translation by Dharmarakṣa, does not exhibit the specified vernacular elements. '阿' is not used as a prefix outside of transliterations (none found in this excerpt). '老' is not used as a prefix. '兒' is not found as a suffix. No reduplicated nouns are present. Neither '渠' nor '伊' are used as pronouns. '他' is only found as part of '他人' (other people), not as a singular third-person pronoun.",
持人菩薩經,T 481 (2),False,False,False,False,False,False,False,,
持人菩薩經,T 481 (3),False,False,False,False,False,False,False,"The text, ""持人菩薩經卷第三"" by ""西晉月氏三藏竺法護譯"", exhibits a highly classical and formal translation style, characteristic of early Chinese Buddhist scriptures. It does not use the prefix 阿 (ā) in a vernacular sense, only as part of transliterated terms like 菩薩 (púsà). The prefixes 老 (lǎo) and suffix 兒 (ér) (beyond its meaning in compounds like ""小兒"") are absent. There are no instances of reduplicated nouns for vernacular effect, nor are the third-person pronouns 渠 (qú), 他 (tā) (as a standalone pronoun; ""他人"" refers to 'others'), or 伊 (yī) present.",
持人菩薩經,T 481 (4),False,False,True,False,False,False,False,,
滅十方冥經,T 435 ,False,False,False,False,False,False,False,"The text, a translation by Dharmarakṣa, exhibits very few vernacular elements. The prefix 阿 is present only as part of transliterated foreign names (e.g., 阿難, 阿須輪), not as a vernacular prefix. The prefixes 老 and suffixes 兒 are not found. Reduplicated words like 各各 (an adjective/pronoun) and 巍巍堂堂 (an adjective/adverb) appear, but no reduplicated nouns are observed. The third-person pronouns 渠 and 伊 are absent. The pronoun 他 is used in the compound '他人' (other people) but not as a singular personal pronoun 'he' or 'she'.",
彌勒成佛經,T 453 ,False,False,False,True,False,False,False,"The text uses reduplicated nouns such as 各各 (gè gè) and 日日夜夜 (rì rì yè yè). The prefix 阿 (ā) appears, but only as part of transliterated names like 阿難 (Ānanda) and 阿羅漢 (Arhat), not as a vernacular prefix. The prefix 老 (lǎo) and suffix 兒 (ér) are not used. The third-person pronoun 渠 (qú), and the personal pronouns 他 (tā) and 伊 (yī) are also absent, with 伊 appearing only as part of a transliterated place name (伊羅鉢).",
琉璃王經,T 513 ,False,False,False,False,False,False,False,"The text, a Western Jin dynasty translation, exhibits a classical Chinese style typical of early Buddhist scriptures, largely devoid of the specific vernacular elements listed. The prefix 阿 (ā) only appears as part of transliterated names (e.g., 阿難, 阿薩陀), not as a vernacular prefix. Neither prefix 老 (lǎo) nor suffix 兒 (ér) (except within the compound 嬰兒) are used in a vernacular sense. There are no clear instances of reduplicated nouns (e.g., 人人, 家家). The personal pronouns 渠 (qú), 他 (tā), and 伊 (yī) are not present in the text.",
